lot,gridPips,tpMoney
0.01,290,10
0.01,290,10
0.01,290,10
0.01,290,15
0.01,290,15
0.02,290,21.82
0.02,290,22.48
0.02,290,24.14
0.02,290,26.79
0.02,290,30.44
0.03,290,35.09
0.03,290,40.72
0.03,290,47.35
0.04,290,54.98
0.04,290,63.6
0.05,290,73.22
0.05,290,83.82
0.06,290,95.43
0.06,290,108.03
0.06,290,121.62
0.06,290,136.21
0.08,290,151.79
0.08,290,168.36
0.09,290,185.93
0.09,290,204.5
0.1,290,224.06
0.1,290,244.61
0.11,290,266.16
0.11,290,288.7
0.12,290,312.24
0.12,290,336.77
0.13,290,362.29
0.13,290,388.81
0.14,290,416.33
0.14,290,444.84
0.15,290,474.34
0.15,290,504.84
0.16,290,536.33
0.16,290,568.82
0.16,290,602.3
0.16,290,636.77
0.18,290,672.24
0.18,290,708.71
0.19,290,746.17
0.19,290,784.62
0.2,290,824.07
0.2,290,864.51
0.21,290,905.95
0.21,290,948.38
0.22,290,991.8
0.22,290,1
0.23,290,1
0.23,290,1
0.24,290,1
0.24,290,1
0.25,290,1
0.25,290,1
0.26,290,1
0.26,290,1
0.26,290,1
0.26,290,1
0.26,290,1
0.26,290,1
0.26,290,1
0.26,290,1
0.26,290,1
0.26,290,1
0.26,290,1
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,2
0.26,290,3
0.26,290,3
0.26,290,3
0.26,290,3
0.26,290,3
0.26,290,3
0.26,290,3
0.26,290,3
0.26,290,3
0.26,290,3
0.26,290,3
0.26,290,3
0.26,290,4
0.26,290,4
0.26,290,4
0.26,290,4
0.26,290,4
0.26,290,4
0.26,290,4
0.26,290,4
0.26,290,4
0.26,290,4
0.26,290,5
0.26,290,5
0.26,290,5
0.26,290,5
0.26,290,5
0.26,290,5
0.26,290,5
0.26,290,5
0.26,290,5
0.26,290,5
0.26,290,6
0.26,290,6
0.26,290,6
0.26,290,6
0.26,290,6
0.26,290,6
0.26,290,6
0.26,290,6
0.26,290,6
0.26,290,7
0.26,290,7
0.26,290,7
0.26,290,7
0.26,290,7
0.26,290,7
0.26,290,7
0.26,290,7
0.26,290,8
0.26,290,8
0.26,290,8
0.26,290,8
0.26,290,8
0.26,290,8
0.26,290,8
0.26,290,8
0.26,290,9
0.26,290,9
0.26,290,9
0.26,290,9
0.26,290,9
0.26,290,9
0.26,290,9
0.26,290,10
0.26,290,10
0.26,290,10
0.26,290,10
0.26,290,10
0.26,290,10
0.26,290,10
0.26,290,11
0.26,290,11
0.26,290,11
0.26,290,11
0.26,290,11
0.26,290,11
0.26,290,11
0.26,290,12
0.26,290,12
0.26,290,12
0.26,290,12
0.26,290,12
0.26,290,12
0.26,290,13
0.26,290,13
0.26,290,13
0.26,290,13
0.26,290,13
0.26,290,13
0.26,290,14
0.26,290,14
0.26,290,14
0.26,290,14
0.26,290,14
0.26,290,14
0.26,290,15
0.26,290,15
0.26,290,15
0.26,290,15
0.26,290,15
0.26,290,15
0.26,290,16
0.26,290,16
0.26,290,16
0.26,290,16
0.26,290,16
0.26,290,17
0.26,290,17
0.26,290,17
0.26,290,17
0.26,290,17
0.26,290,18
0.26,290,18
0.26,290,18
0.26,290,18
0.26,290,18
