lot,gridPips
0.01,40
0.01,40
0.01,40
0.01,40
0.01,40
0.02,40
0.02,40
0.02,40
0.02,40
0.02,40
0.03,40
0.03,40
0.03,40
0.04,40
0.04,40
0.05,40
0.05,40
0.06,40
0.06,40
0.06,40
0.06,40
0.08,40
0.08,40
0.09,40
0.09,40
0.1,40
0.1,40
0.11,40
0.11,40
0.12,40
0.12,40
0.13,40
0.13,40
0.14,40
0.14,40
0.15,40
0.15,40
0.16,40
0.16,40
0.16,40
0.16,40
0.18,40
0.18,40
0.19,40
0.19,40
0.2,40
0.2,40
0.21,40
0.21,40
0.22,40
0.22,40
0.23,40
0.23,40
0.24,40
0.24,40
0.25,40
0.25,40
0.26,40
