lot,gridPips,tpMoney
0.01,200,3
0.01,200,3
0.01,200,4.5
0.01,200,6
0.01,200,7.5
0.01,200,9
0.01,200,10.5
0.01,200,12
0.01,200,13.5
0.02,200,16.5
0.02,200,19.5
0.02,200,22.5
0.02,200,25.5
0.02,200,28.5
0.02,200,31.5
0.02,200,34.5
0.02,200,37.5
0.02,200,40.5
0.03,200,45
0.03,200,49.5
0.03,200,54
0.03,200,58.5
0.03,200,63
0.03,200,67.5
0.03,200,72
0.03,200,76.5
0.03,200,81
0.04,200,87
0.04,200,93
0.04,200,99
0.04,200,105
0.04,200,111
0.04,200,117
0.04,200,123
0.04,200,129
0.04,200,135
0.05,200,142.5
0.05,200,150
0.05,200,157.5
0.05,200,165
0.05,200,172.5
0.05,200,180
0.05,200,187.5
0.05,200,195
0.05,200,202.5
0.06,200,211.5
0.06,200,220.5
0.06,200,229.5
0.06,200,238.5
0.06,200,247.5
0.06,200,256.5
0.06,200,265.5
0.06,200,274.5
0.06,200,283.5
0.07,200,294
0.07,200,304.5
0.07,200,315
0.07,200,325.5
0.07,200,336
0.07,200,346.5
0.07,200,357
0.07,200,367.5
0.07,200,378
0.08,200,390
0.08,200,402
0.08,200,414
0.08,200,426
0.08,200,438
0.08,200,450
0.08,200,462
0.08,200,474
0.08,200,486
0.09,200,499.5
0.09,200,513
0.09,200,526.5
0.09,200,540
0.09,200,553.5
0.09,200,567
0.09,200,580.5
0.09,200,594
0.09,200,607.5
0.1,200,622.5
0.1,200,637.5
0.1,200,652.5
0.1,200,667.5
0.1,200,682.5
0.1,200,697.5
0.1,200,712.5
0.1,200,727.5
0.1,200,742.5
0.11,200,759
0.11,200,775.5
0.11,200,792
0.11,200,808.5
0.11,200,825
0.11,200,841.5
0.11,200,858
0.11,200,874.5
0.11,200,891
0.12,200,909
0.12,200,927
0.12,200,945
0.12,200,963
0.12,200,980.43
0.12,200,998.6
0.12,200,1016.93
0.12,200,1035.43
0.12,200,1054.1
0.13,200,1072.93
0.13,200,1091.93
0.13,200,1111.09
0.13,200,1130.43
0.13,200,1149.93
0.13,200,1169.59
0.13,200,1189.42
0.13,200,1209.42
0.13,200,1229.59
0.14,200,1249.92
0.14,200,1270.42
0.14,200,1291.08
0.14,200,1311.92
0.14,200,1332.91
0.14,200,1354.08
0.14,200,1375.41
0.14,200,1396.91
0.14,200,1418.57
0.15,200,1440.41
0.15,200,1462.41
0.15,200,1484.57
0.15,200,1506.9
0.15,200,1529.4
0.15,200,1552.07
0.15,200,1574.9
0.15,200,1597.9
0.15,200,1621.06
0.16,200,1644.39
0.16,200,1667.89
0.16,200,1691.55
0.16,200,1715.39
0.16,200,1739.38
0.16,200,1763.55
0.16,200,1787.88
0.16,200,1812.38
0.16,200,1837.04
0.17,200,1861.87
0.17,200,1886.87
0.17,200,1912.04
0.17,200,1937.37
0.17,200,1962.87
0.17,200,1988.53
0.17,200,2014.36
0.17,200,2040.36
0.17,200,2066.52
0.18,200,2092.86
0.18,200,2119.35
0.18,200,2146.02
0.18,200,2172.85
0.18,200,2199.85
0.18,200,2227.01
0.18,200,2254.34
0.18,200,2281.84
0.18,200,2309.5
0.19,200,2337.33
0.19,200,2365.33
0.19,200,2393.5
0.19,200,2421.83
0.19,200,2450.32
0.19,200,2478.99
0.19,200,2507.82
0.19,200,2536.82
0.19,200,2565.98
0.2,200,2595.31
0.2,200,2624.81
0.2,200,2654.47
0.2,200,2684.3
0.2,200,2714.3
0.2,200,2744.46
0.2,200,2774.8
0.2,200,2805.29
0.2,200,2835.96
0.21,200,2866.79
0.21,200,2897.78
0.21,200,2928.95
0.21,200,2960.28
0.21,200,2991.77
0.21,200,3023.44
0.21,200,3055.27
0.21,200,3087.27
0.21,200,3119.43
0.22,200,3151.76
0.22,200,3184.26
0.22,200,3216.92
0.22,200,3249.75
0.22,200,3282.75
0.22,200,3315.91
0.22,200,3349.24
0.22,200,3382.74
0.22,200,3416.4
0.23,200,3450.23
0.23,200,3484.23
