lot,gridPips,tpMoney
0.01,1600,16
0.01,1600,32.08
0.01,1600,48.18
0.01,1600,64.32
0.01,1600,80.5
0.02,1600,112.84
0.02,1600,145.26
0.02,1600,177.76
0.02,1600,210.34
0.02,1600,243
0.03,1600,291.96
0.03,1600,341.04
0.03,1600,390.24
0.04,1600,455.84
0.04,1600,521.6
0.05,1600,603.84
0.05,1600,686.28
0.06,1600,785.28
0.06,1600,884.52
0.07,1600,1000.4
0.07,1600,1116.56
0.08,1600,1249.44
0.08,1600,1382.64
0.09,1600,1532.64
0.09,1600,1683
0.1,1600,1850.24
0.1,1600,2017.88
0.11,1600,2202.48
0.11,1600,2387.52
0.12,1600,2589.6
0.12,1600,2792.16
0.13,1600,3011.84
0.13,1600,3232.04
0.14,1600,3469.44
0.14,1600,3707.4
0.15,1600,3962.64
0.15,1600,4218.48
0.16,1600,4491.68
0.16,1600,4765.52
0.17,1600,5056.8
0.17,1600,5348.76
0.18,1600,5658.24
0.18,1600,5968.44
0.19,1600,6296.24
0.19,1600,6624.8
0.2,1600,6971.04
0.2,1600,7318.08
0.21,1600,7682.88
0.21,1600,8048.52
0.22,1600,8432
0.22,1600,8816.36
0.23,1600,9218.64
0.23,1600,9621.84
0.24,1600,10043.04
0.24,1600,10465.2
0.25,1600,10905.44
0.25,1600,11346.68
0.26,1600,11806.08
0.26,1600,12266.52
0.27,1600,12745.2
0.27,1600,13224.96
0.28,1600,13723.04
0.28,1600,14222.24
0.29,1600,14739.84
0.29,1600,15258.6
0.3,1600,15795.84
0.3,1600,16334.28
0.31,1600,16891.28
0.31,1600,17449.52
0.32,1600,18026.4
0.32,1600,18604.56
0.33,1600,19201.44
0.33,1600,19799.64
0.34,1600,20416.64
0.34,1600,21035
0.35,1600,21672.24
0.35,1600,22310.88
0.36,1600,22968.48
0.36,1600,23627.52
0.37,1600,24305.6
0.37,1600,24985.16
0.38,1600,25683.84
0.38,1600,26384.04
0.39,1600,27103.44
0.39,1600,27824.4
0.4,1600,28564.64
0.4,1600,29306.48
0.41,1600,30067.68
0.41,1600,30830.52
0.42,1600,31612.8
0.42,1600,32396.76
0.43,1600,33200.24
0.43,1600,34005.44
0.44,1600,34830.24
0.44,1600,35656.8
0.45,1600,36503.04
0.45,1600,37351.08
0.46,1600,38218.88
0.46,1600,39088.52
0.47,1600,39978
0.47,1600,40869.36
0.48,1600,41780.64
0.48,1600,42693.84
0.49,1600,43627.04
0.49,1600,44562.2
0.5,1600,45517.44
0.5,1600,46474.68
0.51,1600,47452.08
0.51,1600,48431.52
0.52,1600,49431.2
0.52,1600,50432.96
0.53,1600,51455.04
0.53,1600,52479.24
0.54,1600,53523.84
0.54,1600,54570.6
0.55,1600,55637.84
0.55,1600,56707.28
0.56,1600,57797.28
