lot,gridPips,tpMoney
0.01,400,4
0.01,400,8.08
0.01,400,12.18
0.01,400,16.32
0.01,400,20.5
0.02,400,28.84
0.02,400,37.26
0.02,400,45.76
0.02,400,54.34
0.02,400,63
0.03,400,75.96
0.03,400,89.04
0.03,400,102.24
0.04,400,119.84
0.04,400,137.6
0.05,400,159.84
0.05,400,182.28
0.06,400,209.28
0.06,400,236.52
0.07,400,268.4
0.07,400,300.56
0.08,400,337.44
0.08,400,374.64
0.09,400,416.64
0.09,400,459
0.1,400,506.24
0.1,400,553.88
0.11,400,606.48
0.11,400,659.52
0.12,400,717.6
0.12,400,776.16
0.13,400,839.84
0.13,400,904.04
0.14,400,973.44
0.14,400,1043.4
0.15,400,1118.64
0.15,400,1194.48
0.16,400,1275.68
0.16,400,1357.52
0.17,400,1444.8
0.17,400,1532.76
0.18,400,1626.24
0.18,400,1720.44
0.19,400,1820.24
0.19,400,1920.8
0.2,400,2027.04
0.2,400,2134.08
0.21,400,2246.88
0.21,400,2360.52
0.22,400,2480
0.22,400,2600.36
0.23,400,2726.64
0.23,400,2853.84
0.24,400,2987.04
0.24,400,3121.2
0.25,400,3261.44
0.25,400,3402.68
0.26,400,3550.08
0.26,400,3698.52
0.27,400,3853.2
0.27,400,4008.96
0.28,400,4171.04
0.28,400,4334.24
0.29,400,4503.84
0.29,400,4674.6
0.3,400,4851.84
0.3,400,5030.28
0.31,400,5215.28
0.31,400,5401.52
0.32,400,5594.4
0.32,400,5788.56
0.33,400,5989.44
0.33,400,6191.64
0.34,400,6400.64
0.34,400,6611
0.35,400,6828.24
0.35,400,7046.88
0.36,400,7272.48
0.36,400,7499.52
0.37,400,7733.6
0.37,400,7969.16
0.38,400,8211.84
0.38,400,8456.04
0.39,400,8707.44
0.39,400,8960.4
0.4,400,9220.64
0.4,400,9482.48
0.41,400,9751.68
0.41,400,10022.52
0.42,400,10300.8
0.42,400,10580.76
0.43,400,10868.24
0.43,400,11157.44
0.44,400,11454.24
0.44,400,11752.8
0.45,400,12059.04
0.45,400,12367.08
0.46,400,12682.88
0.46,400,13000.52
0.47,400,13326
0.47,400,13653.36
0.48,400,13988.64
0.48,400,14325.84
0.49,400,14671.04
0.49,400,15018.2
0.5,400,15373.44
0.5,400,15730.68
0.51,400,16096.08
0.51,400,16463.52
0.52,400,16839.2
0.52,400,17216.96
0.53,400,17603.04
0.53,400,17991.24
0.54,400,18387.84
0.54,400,18786.6
0.55,400,19193.84
0.55,400,19603.28
0.56,400,20021.28
0.56,400,20441.52
0.57,400,20870.4
0.57,400,21301.56
0.58,400,21741.44
0.58,400,22183.64
0.59,400,22634.64
0.59,400,23088
0.6,400,23550.24
0.6,400,24014.88
0.61,400,24488.48
0.61,400,24964.52
0.62,400,25449.6
0.62,400,25937.16
0.63,400,26433.84
0.63,400,26933.04
0.64,400,27441.44
0.64,400,27952.4
0.65,400,28472.64
0.65,400,28995.48
0.66,400,29527.68
0.66,400,30062.52
0.67,400,30606.8
0.67,400,31153.76
0.68,400,31710.24
0.68,400,32269.44
0.69,400,32838.24
0.69,400,33409.8
0.7,400,33991.04
0.7,400,34575.08
0.71,400,35168.88
0.71,400,35765.52
0.72,400,36372
0.72,400,36981.36
0.73,400,37600.64
0.73,400,38222.84
0.74,400,38855.04
0.74,400,39490.2
0.75,400,40135.44
0.75,400,40783.68
0.76,400,41442.08
0.76,400,42103.52
0.77,400,42775.2
0.77,400,43449.96
0.78,400,44135.04
0.78,400,44823.24
0.79,400,45521.84
0.79,400,46223.6
0.8,400,46935.84
0.8,400,47651.28
0.81,400,48377.28
0.81,400,49106.52
0.82,400,49846.4
0.82,400,50589.56
0.83,400,51343.44
0.83,400,52100.64
0.84,400,52868.64
0.84,400,53640
0.85,400,53148.38
0.85,400,53846.6
0.86,400,54549.41
0.86,400,55256.81
0.87,400,55968.81
0.87,400,56685.4
0.88,400,57406.59
0.88,400,58132.37
0.89,400,58862.75
0.89,400,59597.72
0.9,400,60337.28
0.9,400,61081.44
0.91,400,61830.19
0.91,400,62583.54
0.92,400,63341.48
0.92,400,64104.02
0.93,400,64871.15
0.93,400,65642.88
0.94,400,66419.2
0.94,400,67200.11
0.95,400,67985.62
0.95,400,68775.73
0.96,400,69570.42
0.96,400,70369.72
0.97,400,71173.6
0.97,400,71982.09
0.98,400,72795.16
0.98,400,73612.83
0.99,400,74435.1
0.99,400,75261.95
1,400,76093.41
1,400,76929.46
1.01,400,77770.1
1.01,400,78615.33
1.02,400,79465.17
1.02,400,80319.59
1.03,400,81178.61
1.03,400,82042.23
1.04,400,82910.43
1.04,400,83783.24
1.05,400,84660.64
1.05,400,85542.63
1.06,400,86429.21
1.06,400,87320.39
1.07,400,88216.17
1.07,400,89116.54
1.08,400,90021.5
1.08,400,90931.06
1.09,400,91845.22
1.09,400,92763.96
1.1,400,93687.31
1.1,400,94615.24
1.11,400,95547.77
1.11,400,96484.9
1.12,400,97426.62
1.12,400,98372.93
1.13,400,99323.84
1.13,400,100279.34
1.14,400,101239.44
1.14,400,102204.13
1.15,400,103173.42
1.15,400,104147.3
1.16,400,105125.77
1.16,400,106108.84
1.17,400,107096.51
1.17,400,108088.76
1.18,400,109085.62
1.18,400,110087.06
1.19,400,111093.11
1.19,400,112103.74
1.2,400,113118.97
1.2,400,114138.8
1.21,400,115163.22
1.21,400,116192.23
1.22,400,117225.84
1.22,400,118264.04
1.23,400,119306.84
1.23,400,120354.23
1.24,400,121406.22
1.24,400,122462.8
1.25,400,123523.97
1.25,400,124589.74
1.26,400,125660.1
1.26,400,126735.06
1.27,400,127814.61
1.27,400,128898.76
1.28,400,129987.5
1.28,400,131080.84
1.29,400,132178.77
1.29,400,133281.29
1.3,400,134388.41
1.3,400,135500.12
1.31,400,136616.43
1.31,400,137737.33
1.32,400,138862.83
1.32,400,139992.92
1.33,400,141127.61
1.33,400,142266.89
1.34,400,143410.76
1.34,400,144559.23
1.35,400,145712.29
1.35,400,146869.95
1.36,400,148032.2
1.36,400,149199.05
1.37,400,150370.49
1.37,400,151546.52
1.38,400,152727.15
1.38,400,153912.38
1.39,400,155102.2
1.39,400,156296.61
1.4,400,157495.62
1.4,400,158699.22
1.41,400,159907.42
1.41,400,161120.21
1.42,400,162337.59
1.42,400,163559.57
1.43,400,164786.15
1.43,400,166017.31
1.44,400,167253.08
1.44,400,168493.43
1.45,400,169738.39
1.45,400,170987.93
1.46,400,172242.07
1.46,400,173500.81
1.47,400,174764.14
1.47,400,176032.06
1.48,400,177304.58
1.48,400,178581.69
1.49,400,179863.4
1.49,400,181149.7
1.5,400,182440.6
1.5,400,183736.09
1.51,400,185036.17
1.51,400,186340.85
1.52,400,187650.12
1.52,400,188963.99
1.53,400,190282.45
1.53,400,191605.51
1.54,400,192933.16
1.54,400,194265.41
1.55,400,195602.25
1.55,400,196943.68
1.56,400,198289.71
1.56,400,199640.34
1.57,400,200995.55
1.57,400,202355.37
1.58,400,203719.77
1.58,400,205088.77
1.59,400,206462.37
1.59,400,207840.56
1.6,400,209223.34
1.6,400,210610.72
1.61,400,212002.7
1.61,400,213399.26
1.62,400,214800.43
1.62,400,216206.18
1.63,400,217616.53
1.63,400,219031.48
1.64,400,220451.02
1.64,400,221875.15
1.65,400,223303.88
1.65,400,224737.2
1.66,400,226175.12
1.66,400,227617.63
1.67,400,229064.74
1.67,400,230516.44
1.68,400,231972.74
