lot,gridPips,tpMoney
0.01,390,3
0.01,390,5
0.01,390,6
0.01,390,8
0.01,390,10
0.02,390,12.53
0.02,390,13.13
0.02,390,14.47
0.02,390,16.55
0.02,390,19.39
0.03,390,22.97
0.03,390,27.29
0.03,390,32.36
0.04,390,38.18
0.04,390,44.75
0.05,390,52.06
0.05,390,60.11
0.06,390,68.92
0.06,390,78.46
0.07,390,88.76
0.07,390,99.8
0.08,390,111.59
0.08,390,124.12
0.09,390,137.4
0.09,390,151.43
0.1,390,166.2
0.1,390,181.72
0.11,390,197.98
0.11,390,214.99
0.12,390,232.75
0.12,390,251.25
0.13,390,270.5
0.13,390,290.49
0.14,390,311.24
0.14,390,332.72
0.15,390,354.96
0.15,390,377.94
0.16,390,401.66
0.16,390,426.13
0.17,390,451.35
0.17,390,477.32
0.18,390,504.03
0.18,390,531.48
0.19,390,559.69
0.19,390,588.64
0.2,390,618.33
0.2,390,648.77
0.21,390,679.96
0.21,390,711.89
0.22,390,744.57
0.22,390,778
0.23,390,812.17
0.23,390,847.09
0.24,390,882.76
0.24,390,919.17
0.25,390,956.32
0.25,390,994.23
0.26,390,1032.88
0.26,390,1072.27
0.27,390,1112.41
0.27,390,1153.3
0.28,390,1194.93
0.28,390,1237.31
0.29,390,1280.44
0.29,390,1324.31
0.3,390,1368.93
0.3,390,1414.3
0.31,390,1460.41
0.31,390,1507.26
0.32,390,1554.87
0.32,390,1603.22
0.33,390,1652.31
0.33,390,1702.15
0.34,390,1752.74
0.34,390,1804.08
0.35,390,1856.16
0.35,390,1908.98
0.36,390,1962.56
0.36,390,2016.87
0.37,390,2071.94
0.37,390,2127.75
0.38,390,2184.31
0.38,390,2241.61
0.39,390,2299.66
0.39,390,2358.46
0.4,390,2418
0.4,390,2478.29
0.41,390,2539.32
0.41,390,2601.1
0.42,390,2663.63
0.42,390,2726.9
0.43,390,2790.92
0.43,390,2855.68
0.44,390,2921.19
0.44,390,2987.45
0.45,390,3054.46
0.45,390,3122.2
0.46,390,3190.7
0.46,390,3259.94
0.47,390,3329.93
0.47,390,3400.67
0.48,390,3472.15
0.48,390,3544.37
0.49,390,3617.35
0.49,390,3691.06
0.5,390,3765.53
0.5,390,3840.74
0.51,390,3916.7
0.51,390,3993.4
0.52,390,4070.85
0.52,390,4149.05
0.53,390,4227.99
0.53,390,4307.68
0.54,390,4388.11
0.54,390,4469.29
0.55,390,4551.22
0.55,390,4633.89
0.56,390,4717.31
0.56,390,4801.48
0.57,390,4886.39
0.57,390,4972.05
0.58,390,5058.45
0.58,390,5145.6
0.59,390,5233.5
0.59,390,5322.14
0.6,390,5411.53
0.6,390,5501.66
0.61,390,5592.54
0.61,390,5684.17
0.62,390,5776.54
0.62,390,5869.66
0.63,390,5963.53
0.63,390,6058.14
0.64,390,6153.5
0.64,390,6249.6
0.65,390,6346.45
0.65,390,6444.05
0.66,390,6542.39
0.66,390,6641.48
0.67,390,6741.31
0.67,390,6841.9
0.68,390,6943.22
0.68,390,7045.3
0.69,390,7148.12
0.69,390,7251.68
0.7,390,7355.99
0.7,390,7461.05
0.71,390,7566.86
0.71,390,7673.41
0.72,390,7780.7
0.72,390,7888.74
0.73,390,7997.53
0.73,390,8107.07
0.74,390,8217.35
0.74,390,8328.38
0.75,390,8440.15
0.75,390,8552.67
0.76,390,8665.94
0.76,390,8779.95
0.77,390,8894.71
0.77,390,9010.21
0.78,390,9126.46
0.78,390,9243.46
0.79,390,9361.2
0.79,390,9479.69
0.8,390,9598.92
0.8,390,9718.91
0.81,390,9839.63
0.81,390,9961.11
0.82,390,10083.33
0.82,390,10206.29
0.83,390,10330
0.83,390,10454.46
0.84,390,10579.67
0.84,390,10705.62
0.85,390,10832.31
0.85,390,10959.76
0.86,390,11087.95
0.86,390,11216.88
0.87,390,11346.56
0.87,390,11476.99
0.88,390,11608.16
0.88,390,11740.08
0.89,390,11872.75
0.89,390,12006.16
0.9,390,12140.32
0.9,390,12275.23
0.91,390,12410.88
0.91,390,12547.27
0.92,390,12684.42
0.92,390,12822.31
0.93,390,12960.94
0.93,390,13100.32
0.94,390,13240.45
0.94,390,13381.33
0.95,390,13522.95
0.95,390,13665.31
0.96,390,13808.42
0.96,390,13952.28
0.97,390,14096.89
