lot,gridPips,tpMoney
0.01,200,10
0.01,200,10
0.01,200,10
0.01,200,15
0.01,200,15
0.02,200,21.82
0.02,200,22.48
0.02,200,24.14
0.02,200,26.79
0.02,200,30.44
0.03,200,35.09
0.03,200,40.72
0.03,200,47.35
0.04,200,54.98
0.04,200,63.6
0.05,200,73.22
0.05,200,83.82
0.06,200,95.43
0.06,200,108.03
0.06,200,121.62
0.06,200,136.21
0.08,200,151.79
0.08,200,168.36
0.09,200,185.93
0.09,200,204.5
0.1,200,224.06
0.1,200,244.61
0.11,200,266.16
0.11,200,288.7
0.12,200,312.24
0.12,200,336.77
0.13,200,362.29
0.13,200,388.81
0.14,200,416.33
0.14,200,444.84
0.15,200,474.34
0.15,200,504.84
0.16,200,536.33
0.16,200,568.82
0.16,200,602.3
0.16,200,636.77
0.18,200,672.24
0.18,200,708.71
0.19,200,746.17
0.19,200,784.62
0.2,200,824.07
0.2,200,864.51
0.21,200,905.95
0.21,200,948.38
0.22,200,991.8
0.22,200,1
0.23,200,1
0.23,200,1
0.24,200,1
0.24,200,1
0.25,200,1
0.25,200,1
0.26,200,1
0.26,200,1
0.26,200,1
0.26,200,1
0.26,200,1
0.26,200,1
0.26,200,1
0.26,200,1
0.26,200,1
0.26,200,1
0.26,200,1
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,2
0.26,200,3
0.26,200,3
0.26,200,3
0.26,200,3
0.26,200,3
0.26,200,3
0.26,200,3
0.26,200,3
0.26,200,3
0.26,200,3
0.26,200,3
0.26,200,3
0.26,200,4
0.26,200,4
0.26,200,4
0.26,200,4
0.26,200,4
0.26,200,4
0.26,200,4
0.26,200,4
0.26,200,4
0.26,200,4
0.26,200,5
0.26,200,5
0.26,200,5
0.26,200,5
0.26,200,5
0.26,200,5
0.26,200,5
0.26,200,5
0.26,200,5
0.26,200,5
0.26,200,6
0.26,200,6
0.26,200,6
0.26,200,6
0.26,200,6
0.26,200,6
0.26,200,6
0.26,200,6
0.26,200,6
0.26,200,7
0.26,200,7
0.26,200,7
0.26,200,7
0.26,200,7
0.26,200,7
0.26,200,7
0.26,200,7
0.26,200,8
0.26,200,8
0.26,200,8
0.26,200,8
0.26,200,8
0.26,200,8
0.26,200,8
0.26,200,8
0.26,200,9
0.26,200,9
0.26,200,9
0.26,200,9
0.26,200,9
0.26,200,9
0.26,200,9
0.26,200,10
0.26,200,10
0.26,200,10
0.26,200,10
0.26,200,10
0.26,200,10
0.26,200,10
0.26,200,11
0.26,200,11
0.26,200,11
0.26,200,11
0.26,200,11
0.26,200,11
0.26,200,11
0.26,200,12
0.26,200,12
0.26,200,12
0.26,200,12
0.26,200,12
0.26,200,12
0.26,200,13
0.26,200,13
0.26,200,13
0.26,200,13
0.26,200,13
0.26,200,13
0.26,200,14
0.26,200,14
0.26,200,14
0.26,200,14
0.26,200,14
0.26,200,14
0.26,200,15
0.26,200,15
0.26,200,15
0.26,200,15
0.26,200,15
0.26,200,15
0.26,200,16
0.26,200,16
0.26,200,16
0.26,200,16
0.26,200,16
0.26,200,17
0.26,200,17
0.26,200,17
0.26,200,17
0.26,200,17
0.26,200,18
0.26,200,18
0.26,200,18
0.26,200,18
0.26,200,18
