lot,gridPips,tpMoney
0.01,160,10
0.01,160,10
0.01,160,10
0.01,160,15
0.01,160,15
0.02,160,21.82
0.02,160,22.48
0.02,160,24.14
0.02,160,26.79
0.02,160,30.44
0.03,160,35.09
0.03,160,40.72
0.03,160,47.35
0.04,160,54.98
0.04,160,63.6
0.05,160,73.22
0.05,160,83.82
0.06,160,95.43
0.06,160,108.03
0.06,160,121.62
0.06,160,136.21
0.08,160,151.79
0.08,160,168.36
0.09,160,185.93
0.09,160,204.5
0.1,160,224.06
0.1,160,244.61
0.11,160,266.16
0.11,160,288.7
0.12,160,312.24
0.12,160,336.77
0.13,160,362.29
0.13,160,388.81
0.14,160,416.33
0.14,160,444.84
0.15,160,474.34
0.15,160,504.84
0.16,160,536.33
0.16,160,568.82
0.16,160,602.3
0.16,160,636.77
0.18,160,672.24
0.18,160,708.71
0.19,160,746.17
0.19,160,784.62
0.2,160,824.07
0.2,160,864.51
0.21,160,905.95
0.21,160,948.38
0.22,160,991.8
0.22,160,1
0.23,160,1
0.23,160,1
0.24,160,1
0.24,160,1
0.25,160,1
0.25,160,1
0.26,160,1
0.26,160,1
0.26,160,1
0.26,160,1
0.26,160,1
0.26,160,1
0.26,160,1
0.26,160,1
0.26,160,1
0.26,160,1
0.26,160,1
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,2
0.26,160,3
0.26,160,3
0.26,160,3
0.26,160,3
0.26,160,3
0.26,160,3
0.26,160,3
0.26,160,3
0.26,160,3
0.26,160,3
0.26,160,3
0.26,160,3
0.26,160,4
0.26,160,4
0.26,160,4
0.26,160,4
0.26,160,4
0.26,160,4
0.26,160,4
0.26,160,4
0.26,160,4
0.26,160,4
0.26,160,5
0.26,160,5
0.26,160,5
0.26,160,5
0.26,160,5
0.26,160,5
0.26,160,5
0.26,160,5
0.26,160,5
0.26,160,5
0.26,160,6
0.26,160,6
0.26,160,6
0.26,160,6
0.26,160,6
0.26,160,6
0.26,160,6
0.26,160,6
0.26,160,6
0.26,160,7
0.26,160,7
0.26,160,7
0.26,160,7
0.26,160,7
0.26,160,7
0.26,160,7
0.26,160,7
0.26,160,8
0.26,160,8
0.26,160,8
0.26,160,8
0.26,160,8
0.26,160,8
0.26,160,8
0.26,160,8
0.26,160,9
0.26,160,9
0.26,160,9
0.26,160,9
0.26,160,9
0.26,160,9
0.26,160,9
0.26,160,10
0.26,160,10
0.26,160,10
0.26,160,10
0.26,160,10
0.26,160,10
0.26,160,10
0.26,160,11
0.26,160,11
0.26,160,11
0.26,160,11
0.26,160,11
0.26,160,11
0.26,160,11
0.26,160,12
0.26,160,12
0.26,160,12
0.26,160,12
0.26,160,12
0.26,160,12
0.26,160,13
0.26,160,13
0.26,160,13
0.26,160,13
0.26,160,13
0.26,160,13
0.26,160,14
0.26,160,14
0.26,160,14
0.26,160,14
0.26,160,14
0.26,160,14
0.26,160,15
0.26,160,15
0.26,160,15
0.26,160,15
0.26,160,15
0.26,160,15
0.26,160,16
0.26,160,16
0.26,160,16
0.26,160,16
0.26,160,16
0.26,160,17
0.26,160,17
0.26,160,17
0.26,160,17
0.26,160,17
0.26,160,18
0.26,160,18
0.26,160,18
0.26,160,18
0.26,160,18
