lot,gridPips,tpMoney
0.01,180,10
0.01,180,10
0.01,180,10
0.01,180,15
0.01,180,15
0.02,180,21.82
0.02,180,22.48
0.02,180,24.14
0.02,180,26.79
0.02,180,30.44
0.03,180,35.09
0.03,180,40.72
0.03,180,47.35
0.04,180,54.98
0.04,180,63.6
0.05,180,73.22
0.05,180,83.82
0.06,180,95.43
0.06,180,108.03
0.06,180,121.62
0.06,180,136.21
0.08,180,151.79
0.08,180,168.36
0.09,180,185.93
0.09,180,204.5
0.1,180,224.06
0.1,180,244.61
0.11,180,266.16
0.11,180,288.7
0.12,180,312.24
0.12,180,336.77
0.13,180,362.29
0.13,180,388.81
0.14,180,416.33
0.14,180,444.84
0.15,180,474.34
0.15,180,504.84
0.16,180,536.33
0.16,180,568.82
0.16,180,602.3
0.16,180,636.77
0.18,180,672.24
0.18,180,708.71
0.19,180,746.17
0.19,180,784.62
0.2,180,824.07
0.2,180,864.51
0.21,180,905.95
0.21,180,948.38
0.22,180,991.8
0.22,180,1
0.23,180,1
0.23,180,1
0.24,180,1
0.24,180,1
0.25,180,1
0.25,180,1
0.26,180,1
0.26,180,1
0.26,180,1
0.26,180,1
0.26,180,1
0.26,180,1
0.26,180,1
0.26,180,1
0.26,180,1
0.26,180,1
0.26,180,1
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,2
0.26,180,3
0.26,180,3
0.26,180,3
0.26,180,3
0.26,180,3
0.26,180,3
0.26,180,3
0.26,180,3
0.26,180,3
0.26,180,3
0.26,180,3
0.26,180,3
0.26,180,4
0.26,180,4
0.26,180,4
0.26,180,4
0.26,180,4
0.26,180,4
0.26,180,4
0.26,180,4
0.26,180,4
0.26,180,4
0.26,180,5
0.26,180,5
0.26,180,5
0.26,180,5
0.26,180,5
0.26,180,5
0.26,180,5
0.26,180,5
0.26,180,5
0.26,180,5
0.26,180,6
0.26,180,6
0.26,180,6
0.26,180,6
0.26,180,6
0.26,180,6
0.26,180,6
0.26,180,6
0.26,180,6
0.26,180,7
0.26,180,7
0.26,180,7
0.26,180,7
0.26,180,7
0.26,180,7
0.26,180,7
0.26,180,7
0.26,180,8
0.26,180,8
0.26,180,8
0.26,180,8
0.26,180,8
0.26,180,8
0.26,180,8
0.26,180,8
0.26,180,9
0.26,180,9
0.26,180,9
0.26,180,9
0.26,180,9
0.26,180,9
0.26,180,9
0.26,180,10
0.26,180,10
0.26,180,10
0.26,180,10
0.26,180,10
0.26,180,10
0.26,180,10
0.26,180,11
0.26,180,11
0.26,180,11
0.26,180,11
0.26,180,11
0.26,180,11
0.26,180,11
0.26,180,12
0.26,180,12
0.26,180,12
0.26,180,12
0.26,180,12
0.26,180,12
0.26,180,13
0.26,180,13
0.26,180,13
0.26,180,13
0.26,180,13
0.26,180,13
0.26,180,14
0.26,180,14
0.26,180,14
0.26,180,14
0.26,180,14
0.26,180,14
0.26,180,15
0.26,180,15
0.26,180,15
0.26,180,15
0.26,180,15
0.26,180,15
0.26,180,16
0.26,180,16
0.26,180,16
0.26,180,16
0.26,180,16
0.26,180,17
0.26,180,17
0.26,180,17
0.26,180,17
0.26,180,17
0.26,180,18
0.26,180,18
0.26,180,18
0.26,180,18
0.26,180,18
