lot,gridPoints,tpMoney
0.01,460,2.3
0.01,460,4.6
0.01,460,6.9
0.01,460,9.2
0.01,460,11.5
0.02,460,16.1
0.02,460,20.7
0.02,460,25.3
0.02,460,29.9
0.02,460,34.5
0.03,460,41.4
0.03,460,48.3
0.03,460,55.2
0.03,460,62.1
0.03,460,69
0.04,460,78.2
0.04,460,87.4
0.04,460,96.6
0.04,460,105.8
0.04,460,115
0.05,460,126.5
0.05,460,138
0.05,460,149.5
0.05,460,161
0.05,460,172.5
0.06,460,186.3
0.06,460,200.1
0.06,460,213.9
0.06,460,227.7
0.06,460,241.5
0.07,460,257.6
0.07,460,273.7
0.07,460,289.8
0.07,460,305.9
0.07,460,322
0.08,460,340.4
0.08,460,358.8
0.08,460,377.2
0.08,460,395.6
0.08,460,414
0.09,460,434.7
0.09,460,455.4
0.09,460,476.1
0.09,460,496.8
0.09,460,517.5
0.1,460,540.5
0.1,460,563.5
0.1,460,586.5
0.1,460,609.5
0.1,460,632.5
0.11,460,657.8
0.11,460,683.1
0.11,460,708.4
0.11,460,733.7
0.11,460,759
0.12,460,786.6
0.12,460,814.2
0.12,460,841.8
0.12,460,869.4
0.12,460,897
0.13,460,926.9
0.13,460,956.8
0.13,460,986.7
0.13,460,1016.6
0.13,460,1046.5
0.14,460,1078.7
0.14,460,1110.9
0.14,460,1143.1
0.14,460,1175.3
0.14,460,1207.5
0.15,460,1242
0.15,460,1276.5
0.15,460,1311
0.15,460,1345.5
0.15,460,1380
0.16,460,1416.8
0.16,460,1453.6
0.16,460,1490.4
0.16,460,1527.2
0.16,460,1564
0.17,460,1603.1
0.17,460,1642.2
0.17,460,1681.3
0.17,460,1720.4
0.17,460,1759.5
0.18,460,1800.9
0.18,460,1842.3
0.18,460,1883.7
0.18,460,1925.1
0.18,460,1966.5
0.19,460,2010.2
0.19,460,2053.9
0.19,460,2097.6
0.19,460,2141.3
0.19,460,2185
0.2,460,2231
0.2,460,2277
0.2,460,2323
0.2,460,2369
0.2,460,2415
0.21,460,2463.3
0.21,460,2511.6
0.21,460,2559.9
0.21,460,2608.2
0.21,460,2656.5
0.22,460,2707.1
0.22,460,2757.7
0.22,460,2808.3
0.22,460,2858.9
0.22,460,2909.5
0.23,460,2962.4
0.23,460,3015.3
0.23,460,3068.2
0.23,460,3121.1
0.23,460,3174
0.24,460,3229.2
0.24,460,3284.4
0.24,460,3339.6
0.24,460,3394.8
0.24,460,3450
0.25,460,3507.5
0.25,460,3565
0.25,460,3622.5
0.25,460,3680
0.25,460,3737.5
0.26,460,3797.3
0.26,460,3857.1
0.26,460,3916.9
0.26,460,3976.7
0.26,460,4036.5
0.27,460,4098.6
0.27,460,4160.7
0.27,460,4222.8
0.27,460,4284.9
0.27,460,4347
0.28,460,4411.4
0.28,460,4475.8
