lot,gridPoints,tpMoney
0.01,520,2.6
0.01,520,5.2
0.01,520,7.8
0.01,520,10.4
0.01,520,13
0.02,520,18.2
0.02,520,23.4
0.02,520,28.6
0.02,520,33.8
0.02,520,39
0.03,520,46.8
0.03,520,54.6
0.03,520,62.4
0.03,520,70.2
0.03,520,78
0.04,520,88.4
0.04,520,98.8
0.04,520,109.2
0.04,520,119.6
0.04,520,130
0.05,520,143
0.05,520,156
0.05,520,169
0.05,520,182
0.05,520,195
0.06,520,210.6
0.06,520,226.2
0.06,520,241.8
0.06,520,257.4
0.06,520,273
0.07,520,291.2
0.07,520,309.4
0.07,520,327.6
0.07,520,345.8
0.07,520,364
0.08,520,384.8
0.08,520,405.6
0.08,520,426.4
0.08,520,447.2
0.08,520,468
0.09,520,491.4
0.09,520,514.8
0.09,520,538.2
0.09,520,561.6
0.09,520,585
0.1,520,611
0.1,520,637
0.1,520,663
0.1,520,689
0.1,520,715
0.11,520,743.6
0.11,520,772.2
0.11,520,800.8
0.11,520,829.4
0.11,520,858
0.12,520,889.2
0.12,520,920.4
0.12,520,951.6
0.12,520,982.8
0.12,520,1014
0.13,520,1047.8
0.13,520,1081.6
0.13,520,1115.4
0.13,520,1149.2
0.13,520,1183
0.14,520,1219.4
0.14,520,1255.8
0.14,520,1292.2
0.14,520,1328.6
0.14,520,1365
0.15,520,1404
0.15,520,1443
0.15,520,1482
0.15,520,1521
0.15,520,1560
0.16,520,1601.6
0.16,520,1643.2
0.16,520,1684.8
0.16,520,1726.4
0.16,520,1768
0.17,520,1812.2
0.17,520,1856.4
0.17,520,1900.6
0.17,520,1944.8
0.17,520,1989
0.18,520,2035.8
0.18,520,2082.6
0.18,520,2129.4
0.18,520,2176.2
0.18,520,2223
0.19,520,2272.4
0.19,520,2321.8
0.19,520,2371.2
0.19,520,2420.6
0.19,520,2470
0.2,520,2522
0.2,520,2574
0.2,520,2626
0.2,520,2678
0.2,520,2730
0.21,520,2784.6
0.21,520,2839.2
0.21,520,2893.8
0.21,520,2948.4
0.21,520,3003
0.22,520,3060.2
0.22,520,3117.4
0.22,520,3174.6
0.22,520,3231.8
0.22,520,3289
0.23,520,3348.8
0.23,520,3408.6
0.23,520,3468.4
0.23,520,3528.2
0.23,520,3588
0.24,520,3650.4
0.24,520,3712.8
0.24,520,3775.2
0.24,520,3837.6
0.24,520,3900
0.25,520,3965
0.25,520,4030
0.25,520,4095
0.25,520,4160
0.25,520,4225
0.26,520,4292.6
0.26,520,4360.2
0.26,520,4427.8
0.26,520,4495.4
0.26,520,4563
0.27,520,4633.2
0.27,520,4703.4
0.27,520,4773.6
0.27,520,4843.8
0.27,520,4914
0.28,520,4986.8
0.28,520,5059.6
0.28,520,5132.4
0.28,520,5205.2
0.28,520,5278
0.29,520,5353.4
0.29,520,5428.8
0.29,520,5504.2
0.29,520,5579.6
0.29,520,5655
0.3,520,5733
0.3,520,5811
0.3,520,5889
0.3,520,5967
0.3,520,6045
0.31,520,6125.6
0.31,520,6206.2
0.31,520,6286.8
0.31,520,6367.4
0.31,520,6448
0.32,520,6531.2
0.32,520,6614.4
0.32,520,6697.6
0.32,520,6780.8
0.32,520,6864
0.33,520,6949.8
0.33,520,7035.6
0.33,520,7121.4
0.33,520,7207.2
0.33,520,7293
0.34,520,7381.4
0.34,520,7469.8
0.34,520,7558.2
0.34,520,7646.6
0.34,520,7735
0.35,520,7826
0.35,520,7917
0.35,520,8008
0.35,520,8099
0.35,520,8190
0.36,520,8283.6
0.36,520,8377.2
0.36,520,8470.8
0.36,520,8564.4
0.36,520,8658
0.37,520,8754.2
0.37,520,8850.4
0.37,520,8946.6
0.37,520,9042.8
0.37,520,9139
0.38,520,9237.8
0.38,520,9336.6
0.38,520,9435.4
0.38,520,9534.2
0.38,520,9633
0.39,520,9734.4
0.39,520,9835.8
0.39,520,9937.2
0.39,520,10038.6
0.39,520,10140
0.4,520,10244
0.4,520,10348
0.4,520,10452
0.4,520,10556
0.4,520,10660
0.41,520,10766.6
0.41,520,10873.2
0.41,520,10979.8
0.41,520,11086.4
0.41,520,11193
0.42,520,11302.2
0.42,520,11411.4
0.42,520,11520.6
0.42,520,11629.8
0.42,520,11739
0.43,520,11850.8
0.43,520,11962.6
0.43,520,12074.4
0.43,520,12186.2
0.43,520,12298
0.44,520,12412.4
0.44,520,12526.8
0.44,520,12641.2
0.44,520,12755.6
0.44,520,12870
0.45,520,12987
0.45,520,13104
0.45,520,13221
0.45,520,13338
0.45,520,13455
0.46,520,13574.6
0.46,520,13694.2
0.46,520,13813.8
0.46,520,13933.4
0.46,520,14053
0.47,520,14175.2
0.47,520,14297.4
0.47,520,14419.6
0.47,520,14541.8
0.47,520,14664
0.48,520,14788.8
0.48,520,14913.6
0.48,520,15038.4
0.48,520,15163.2
0.48,520,15288
0.49,520,15415.4
0.49,520,15542.8
0.49,520,15670.2
0.49,520,15797.6
0.49,520,15925
0.5,520,16055
0.5,520,16185
0.5,520,16315
0.5,520,16445
0.5,520,16575
0.51,520,16707.6
0.51,520,16840.2
0.51,520,16972.8
0.51,520,17105.4
0.51,520,17238
0.52,520,17373.2
0.52,520,17508.4
0.52,520,17643.6
0.52,520,17778.8
0.52,520,17914
0.53,520,18051.8
0.53,520,18189.6
0.53,520,18327.4
0.53,520,18465.2
0.53,520,18603
0.54,520,18743.4
0.54,520,18883.8
0.54,520,19024.2
0.54,520,19164.6
0.54,520,19305
0.55,520,19448
0.55,520,19591
0.55,520,19734
0.55,520,19877
0.55,520,20020
0.56,520,20165.6
0.56,520,20311.2
0.56,520,20456.8
0.56,520,20602.4
0.56,520,20748
0.57,520,20896.2
0.57,520,21044.4
0.57,520,21192.6
0.57,520,21340.8
0.57,520,21489
0.58,520,21639.8
0.58,520,21790.6
0.58,520,21941.4
0.58,520,22092.2
0.58,520,22243
0.59,520,22396.4
0.59,520,22549.8
0.59,520,22703.2
0.59,520,22856.6
0.59,520,23010
0.6,520,23166
0.6,520,23322
0.6,520,23478
0.6,520,23634
0.6,520,23790
0.61,520,23948.6
0.61,520,24107.2
0.61,520,24265.8
0.61,520,24424.4
0.61,520,24583
0.62,520,24744.2
0.62,520,24905.4
0.62,520,25066.6
0.62,520,25227.8
0.62,520,25389
0.63,520,25552.8
0.63,520,25716.6
0.63,520,25880.4
0.63,520,26044.2
0.63,520,26208
0.64,520,26374.4
0.64,520,26540.8
0.64,520,26707.2
0.64,520,26873.6
0.64,520,27040
0.65,520,27209
0.65,520,27378
0.65,520,27547
0.65,520,27716
0.65,520,27885
0.66,520,28056.6
0.66,520,28228.2
0.66,520,28399.8
0.66,520,28571.4
0.66,520,28743
0.67,520,28917.2
0.67,520,29091.4
0.67,520,29265.6
0.67,520,29439.8
0.67,520,29614
0.68,520,29790.8
0.68,520,29967.6
0.68,520,30144.4
0.68,520,30321.2
0.68,520,30498
0.69,520,30677.4
0.69,520,30856.8
0.69,520,31036.2
0.69,520,31215.6
0.69,520,31395
0.7,520,31577
0.7,520,31759
0.7,520,31941
0.7,520,32123
0.7,520,32305
0.71,520,32489.6
0.71,520,32674.2
0.71,520,32858.8
0.71,520,33043.4
0.71,520,33228
0.72,520,33415.2
0.72,520,33602.4
0.72,520,33789.6
0.72,520,33976.8
0.72,520,34164
0.73,520,34353.8
0.73,520,34543.6
0.73,520,34733.4
0.73,520,34923.2
0.73,520,35113
0.74,520,35305.4
0.74,520,35497.8
0.74,520,35690.2
0.74,520,35882.6
0.74,520,36075
0.75,520,36270
0.75,520,36465
0.75,520,36660
0.75,520,36855
0.75,520,37050
0.76,520,37247.6
0.76,520,37445.2
0.76,520,37642.8
0.76,520,37840.4
0.76,520,38038
0.77,520,38238.2
0.77,520,38438.4
0.77,520,38638.6
0.77,520,38838.8
0.77,520,39039
0.78,520,39241.8
0.78,520,39444.6
0.78,520,39647.4
0.78,520,39850.2
0.78,520,40053
