lot,gridPips,tpMoney
0.01,290,3
0.01,290,3
0.01,290,4.5
0.02,290,7.5
0.02,290,10.5
0.02,290,13.5
0.03,290,18
0.03,290,22.5
0.03,290,27
0.04,290,33
0.04,290,39
0.04,290,45
0.05,290,52.5
0.05,290,60
0.05,290,67.5
0.06,290,76.5
0.06,290,85.5
0.06,290,94.5
0.07,290,105
0.07,290,115.5
0.07,290,126
0.08,290,138
0.08,290,150
0.08,290,162
0.09,290,175.5
0.09,290,189
0.09,290,202.5
0.1,290,217.5
0.1,290,232.5
0.1,290,247.5
0.11,290,264
0.11,290,280.5
0.11,290,297
0.12,290,315
0.12,290,333
0.12,290,351
0.13,290,370.5
0.13,290,390
0.13,290,409.5
0.14,290,430.5
0.14,290,451.5
0.14,290,472.5
0.15,290,495
0.15,290,517.5
0.15,290,540
0.16,290,564
0.16,290,588
0.16,290,612
0.17,290,637.5
0.17,290,663
0.17,290,688.5
0.18,290,715.5
0.18,290,742.5
0.18,290,769.5
0.19,290,798
0.19,290,826.5
0.19,290,855
0.2,290,885
0.2,290,915
0.2,290,945
0.21,290,976.5
0.21,290,1008
0.21,290,1039.5
0.22,290,1072.5
0.22,290,1105.5
0.22,290,1138.5
0.23,290,1173
0.23,290,1207.5
0.23,290,1242
0.24,290,1278
0.24,290,1314
0.24,290,1350
0.25,290,1387.5
0.25,290,1425
0.25,290,1462.5
0.26,290,1501.5
0.26,290,1540.5
0.26,290,1579.5
0.27,290,1620
0.27,290,1660.5
0.27,290,1701
0.28,290,1743
0.28,290,1785
0.28,290,1827
0.29,290,1870.5
0.29,290,1914
0.29,290,1957.5
0.3,290,2002.5
0.3,290,2047.5
0.3,290,2092.5
0.31,290,2139
0.31,290,2185.5
0.31,290,2232
0.32,290,2280
0.32,290,2328
0.32,290,2376
0.33,290,2425.5
0.33,290,2475
0.33,290,2524.5
0.34,290,2575.5
0.34,290,2626.5
0.34,290,2677.5
0.35,290,2730
0.35,290,2782.33
0.35,290,2835.33
0.36,290,2888.83
0.36,290,2942.83
0.36,290,2997.33
0.37,290,3052.33
0.37,290,3107.83
0.37,290,3163.82
0.38,290,3220.32
0.38,290,3277.32
0.38,290,3334.82
0.39,290,3392.82
0.39,290,3451.32
0.39,290,3510.32
0.4,290,3569.82
0.4,290,3629.82
0.4,290,3690.32
0.41,290,3751.32
0.41,290,3812.82
0.41,290,3874.82
0.42,290,3937.32
0.42,290,4000.32
0.42,290,4063.82
0.43,290,4127.82
0.43,290,4192.32
0.43,290,4257.31
0.44,290,4322.81
0.44,290,4388.81
0.44,290,4455.31
0.45,290,4522.31
0.45,290,4589.81
0.45,290,4657.81
0.46,290,4726.31
0.46,290,4795.31
0.46,290,4864.81
0.47,290,4934.81
0.47,290,5005.31
0.47,290,5076.31
0.48,290,5147.8
0.48,290,5219.8
0.48,290,5292.3
0.49,290,5365.3
0.49,290,5438.8
0.49,290,5512.8
0.5,290,5587.3
0.5,290,5662.3
0.5,290,5737.8
0.51,290,5813.8
0.51,290,5890.3
0.51,290,5967.3
0.52,290,6044.79
0.52,290,6122.79
0.52,290,6201.29
0.53,290,6280.29
0.53,290,6359.79
0.53,290,6439.79
0.54,290,6520.29
0.54,290,6601.29
0.54,290,6682.79
0.55,290,6764.79
0.55,290,6847.28
0.55,290,6930.28
0.56,290,7013.78
0.56,290,7097.78
0.56,290,7182.28
0.57,290,7267.28
0.57,290,7352.78
0.57,290,7438.78
0.58,290,7525.28
0.58,290,7612.27
0.58,290,7699.77
0.59,290,7787.77
0.59,290,7876.27
0.59,290,7965.27
0.6,290,8054.77
0.6,290,8144.77
0.6,290,8235.27
0.61,290,8326.26
0.61,290,8417.76
0.61,290,8509.76
0.62,290,8602.26
0.62,290,8695.26
0.62,290,8788.76
0.63,290,8882.76
0.63,290,8977.26
0.63,290,9072.25
0.64,290,9167.75
0.64,290,9263.75
0.64,290,9360.25
0.65,290,9457.25
0.65,290,9554.75
0.65,290,9652.75
0.66,290,9751.25
0.66,290,9850.24
0.66,290,9949.74
0.67,290,10049.74
0.67,290,10150.24
