lot,gridPips,tpMoney
0.01,300,3
0.01,300,3
0.01,300,4.5
0.02,300,7.5
0.02,300,10.5
0.02,300,13.5
0.03,300,18
0.03,300,22.5
0.03,300,27
0.04,300,33
0.04,300,39
0.04,300,45
0.05,300,52.5
0.05,300,60
0.05,300,67.5
0.06,300,76.5
0.06,300,85.5
0.06,300,94.5
0.07,300,105
0.07,300,115.5
0.07,300,126
0.08,300,138
0.08,300,150
0.08,300,162
0.09,300,175.5
0.09,300,189
0.09,300,202.5
0.1,300,217.5
0.1,300,232.5
0.1,300,247.5
0.11,300,264
0.11,300,280.5
0.11,300,297
0.12,300,315
0.12,300,333
0.12,300,351
0.13,300,370.5
0.13,300,390
0.13,300,409.5
0.14,300,430.5
0.14,300,451.5
0.14,300,472.5
0.15,300,495
0.15,300,517.5
0.15,300,540
0.16,300,564
0.16,300,588
0.16,300,612
0.17,300,637.5
0.17,300,663
0.17,300,688.5
0.18,300,715.5
0.18,300,742.5
0.18,300,769.5
0.19,300,798
0.19,300,826.5
0.19,300,855
0.2,300,885
0.2,300,915
0.2,300,945
0.21,300,976.5
0.21,300,1008
0.21,300,1039.5
0.22,300,1072.5
0.22,300,1105.5
0.22,300,1138.5
0.23,300,1173
0.23,300,1207.5
0.23,300,1242
0.24,300,1278
0.24,300,1314
0.24,300,1350
0.25,300,1387.5
0.25,300,1425
0.25,300,1462.5
0.26,300,1501.5
0.26,300,1540.5
0.26,300,1579.5
0.27,300,1620
0.27,300,1660.5
0.27,300,1701
0.28,300,1743
0.28,300,1785
0.28,300,1827
0.29,300,1870.5
0.29,300,1914
0.29,300,1957.5
0.3,300,2002.5
0.3,300,2047.5
0.3,300,2092.5
0.31,300,2139
0.31,300,2185.5
0.31,300,2232
0.32,300,2280
0.32,300,2328
0.32,300,2376
0.33,300,2425.5
0.33,300,2475
0.33,300,2524.5
0.34,300,2575.5
0.34,300,2626.5
0.34,300,2677.5
0.35,300,2730
0.35,300,2782.33
0.35,300,2835.33
0.36,300,2888.83
0.36,300,2942.83
0.36,300,2997.33
0.37,300,3052.33
0.37,300,3107.83
0.37,300,3163.82
0.38,300,3220.32
0.38,300,3277.32
0.38,300,3334.82
0.39,300,3392.82
0.39,300,3451.32
0.39,300,3510.32
0.4,300,3569.82
0.4,300,3629.82
0.4,300,3690.32
0.41,300,3751.32
0.41,300,3812.82
0.41,300,3874.82
0.42,300,3937.32
0.42,300,4000.32
0.42,300,4063.82
0.43,300,4127.82
0.43,300,4192.32
0.43,300,4257.31
0.44,300,4322.81
0.44,300,4388.81
0.44,300,4455.31
0.45,300,4522.31
0.45,300,4589.81
0.45,300,4657.81
0.46,300,4726.31
0.46,300,4795.31
0.46,300,4864.81
0.47,300,4934.81
0.47,300,5005.31
0.47,300,5076.31
0.48,300,5147.8
0.48,300,5219.8
0.48,300,5292.3
0.49,300,5365.3
0.49,300,5438.8
0.49,300,5512.8
0.5,300,5587.3
0.5,300,5662.3
0.5,300,5737.8
0.51,300,5813.8
0.51,300,5890.3
0.51,300,5967.3
0.52,300,6044.79
0.52,300,6122.79
0.52,300,6201.29
0.53,300,6280.29
0.53,300,6359.79
0.53,300,6439.79
0.54,300,6520.29
0.54,300,6601.29
0.54,300,6682.79
0.55,300,6764.79
0.55,300,6847.28
0.55,300,6930.28
0.56,300,7013.78
0.56,300,7097.78
0.56,300,7182.28
0.57,300,7267.28
0.57,300,7352.78
0.57,300,7438.78
0.58,300,7525.28
0.58,300,7612.27
0.58,300,7699.77
0.59,300,7787.77
0.59,300,7876.27
0.59,300,7965.27
0.6,300,8054.77
0.6,300,8144.77
0.6,300,8235.27
0.61,300,8326.26
0.61,300,8417.76
0.61,300,8509.76
0.62,300,8602.26
0.62,300,8695.26
0.62,300,8788.76
0.63,300,8882.76
0.63,300,8977.26
0.63,300,9072.25
0.64,300,9167.75
0.64,300,9263.75
0.64,300,9360.25
0.65,300,9457.25
0.65,300,9554.75
0.65,300,9652.75
0.66,300,9751.25
0.66,300,9850.24
0.66,300,9949.74
0.67,300,10049.74
0.67,300,10150.24
