lot,gridPips,tpMoney
0.01,260,3
0.01,260,3
0.01,260,4.5
0.02,260,7.5
0.02,260,10.5
0.02,260,13.5
0.03,260,18
0.03,260,22.5
0.03,260,27
0.04,260,33
0.04,260,39
0.04,260,45
0.05,260,52.5
0.05,260,60
0.05,260,67.5
0.06,260,76.5
0.06,260,85.5
0.06,260,94.5
0.07,260,105
0.07,260,115.5
0.07,260,126
0.08,260,138
0.08,260,150
0.08,260,162
0.09,260,175.5
0.09,260,189
0.09,260,202.5
0.1,260,217.5
0.1,260,232.5
0.1,260,247.5
0.11,260,264
0.11,260,280.5
0.11,260,297
0.12,260,315
0.12,260,333
0.12,260,351
0.13,260,370.5
0.13,260,390
0.13,260,409.5
0.14,260,430.5
0.14,260,451.5
0.14,260,472.5
0.15,260,495
0.15,260,517.5
0.15,260,540
0.16,260,564
0.16,260,588
0.16,260,612
0.17,260,637.5
0.17,260,663
0.17,260,688.5
0.18,260,715.5
0.18,260,742.5
0.18,260,769.5
0.19,260,798
0.19,260,826.5
0.19,260,855
0.2,260,885
0.2,260,915
0.2,260,945
0.21,260,976.5
0.21,260,1008
0.21,260,1039.5
0.22,260,1072.5
0.22,260,1105.5
0.22,260,1138.5
0.23,260,1173
0.23,260,1207.5
0.23,260,1242
0.24,260,1278
0.24,260,1314
0.24,260,1350
0.25,260,1387.5
0.25,260,1425
0.25,260,1462.5
0.26,260,1501.5
0.26,260,1540.5
0.26,260,1579.5
0.27,260,1620
0.27,260,1660.5
0.27,260,1701
0.28,260,1743
0.28,260,1785
0.28,260,1827
0.29,260,1870.5
0.29,260,1914
0.29,260,1957.5
0.3,260,2002.5
0.3,260,2047.5
0.3,260,2092.5
0.31,260,2139
0.31,260,2185.5
0.31,260,2232
0.32,260,2280
0.32,260,2328
0.32,260,2376
0.33,260,2425.5
0.33,260,2475
0.33,260,2524.5
0.34,260,2575.5
0.34,260,2626.5
0.34,260,2677.5
0.35,260,2730
0.35,260,2782.33
0.35,260,2835.33
0.36,260,2888.83
0.36,260,2942.83
0.36,260,2997.33
0.37,260,3052.33
0.37,260,3107.83
0.37,260,3163.82
0.38,260,3220.32
0.38,260,3277.32
0.38,260,3334.82
0.39,260,3392.82
0.39,260,3451.32
0.39,260,3510.32
0.4,260,3569.82
0.4,260,3629.82
0.4,260,3690.32
0.41,260,3751.32
0.41,260,3812.82
0.41,260,3874.82
0.42,260,3937.32
0.42,260,4000.32
0.42,260,4063.82
0.43,260,4127.82
0.43,260,4192.32
0.43,260,4257.31
0.44,260,4322.81
0.44,260,4388.81
0.44,260,4455.31
0.45,260,4522.31
0.45,260,4589.81
0.45,260,4657.81
0.46,260,4726.31
0.46,260,4795.31
0.46,260,4864.81
0.47,260,4934.81
0.47,260,5005.31
0.47,260,5076.31
0.48,260,5147.8
0.48,260,5219.8
0.48,260,5292.3
0.49,260,5365.3
0.49,260,5438.8
0.49,260,5512.8
0.5,260,5587.3
0.5,260,5662.3
0.5,260,5737.8
0.51,260,5813.8
0.51,260,5890.3
0.51,260,5967.3
0.52,260,6044.79
0.52,260,6122.79
0.52,260,6201.29
0.53,260,6280.29
0.53,260,6359.79
0.53,260,6439.79
0.54,260,6520.29
0.54,260,6601.29
0.54,260,6682.79
0.55,260,6764.79
0.55,260,6847.28
0.55,260,6930.28
0.56,260,7013.78
0.56,260,7097.78
0.56,260,7182.28
0.57,260,7267.28
0.57,260,7352.78
0.57,260,7438.78
0.58,260,7525.28
0.58,260,7612.27
0.58,260,7699.77
0.59,260,7787.77
0.59,260,7876.27
0.59,260,7965.27
0.6,260,8054.77
0.6,260,8144.77
0.6,260,8235.27
0.61,260,8326.26
0.61,260,8417.76
0.61,260,8509.76
0.62,260,8602.26
0.62,260,8695.26
0.62,260,8788.76
0.63,260,8882.76
0.63,260,8977.26
0.63,260,9072.25
0.64,260,9167.75
0.64,260,9263.75
0.64,260,9360.25
0.65,260,9457.25
0.65,260,9554.75
0.65,260,9652.75
0.66,260,9751.25
0.66,260,9850.24
0.66,260,9949.74
0.67,260,10049.74
0.67,260,10150.24
