Lot,GridPoints,TpMoney
0.01,1300,6.5
0.01,1300,13
0.01,1300,19.5
0.01,1300,26
0.01,1300,32.5
0.02,1300,45.5
0.02,1300,58.5
0.02,1300,71.5
0.02,1300,84.5
0.02,1300,97.5
0.03,1300,117
0.03,1300,136.5
0.03,1300,156
0.04,1300,182
0.04,1300,208
0.05,1300,240.5
0.05,1300,273
0.06,1300,312
0.06,1300,351
0.07,1300,396.5
0.07,1300,442
0.08,1300,494
0.08,1300,546
0.09,1300,604.5
0.09,1300,663
0.1,1300,728
0.1,1300,793
0.11,1300,864.5
0.11,1300,936
0.12,1300,1014
0.12,1300,1092
0.13,1300,1176.5
0.13,1300,1261
0.14,1300,1352
0.14,1300,1443
0.15,1300,1540.5
0.15,1300,1638
0.16,1300,1742
0.16,1300,1846
0.17,1300,1956.5
0.17,1300,2067
0.18,1300,2184
0.18,1300,2301
0.19,1300,2424.5
0.19,1300,2548
0.2,1300,2678
0.2,1300,2808
0.21,1300,2944.5
0.21,1300,3081
0.22,1300,3224
0.22,1300,3367
0.23,1300,3516.5
0.23,1300,3666
0.24,1300,3822
0.24,1300,3978
0.25,1300,4140.5
0.25,1300,4303
0.26,1300,4472
0.26,1300,4641
0.27,1300,4816.5
0.27,1300,4992
0.28,1300,5174
0.28,1300,5356
0.29,1300,5544.5
0.29,1300,5733
0.3,1300,5928
0.3,1300,6123
0.31,1300,6324.5
0.31,1300,6526
0.32,1300,6734
0.32,1300,6942
0.33,1300,7156.5
0.33,1300,7371
0.34,1300,7592
0.34,1300,7813
0.35,1300,8040.5
0.35,1300,8268
0.36,1300,8502
0.36,1300,8736
0.37,1300,8976.5
0.37,1300,9217
0.38,1300,9464
0.38,1300,9711
0.39,1300,9964.5
0.39,1300,10218
0.4,1300,10478
0.4,1300,10738
0.41,1300,11004.5
0.41,1300,11271
0.42,1300,11544
0.42,1300,11817
0.43,1300,12096.5
0.43,1300,12376
0.44,1300,12662
0.44,1300,12948
0.45,1300,13240.5
0.45,1300,13533
0.46,1300,13832
0.46,1300,14131
0.47,1300,14436.5
0.47,1300,14742
0.48,1300,15054
0.48,1300,15366
0.49,1300,15684.5
0.49,1300,16003
0.5,1300,16328
0.5,1300,16653
0.51,1300,16984.5
0.51,1300,17316
0.52,1300,17654
0.52,1300,17992
0.53,1300,18336.5
0.53,1300,18681
0.54,1300,19032
0.54,1300,19383
0.55,1300,19740.5
0.55,1300,20098
0.56,1300,20462
0.56,1300,20826
0.57,1300,21196.5
0.57,1300,21567
0.58,1300,21944
0.58,1300,22321
0.59,1300,22704.5
0.59,1300,23088
0.6,1300,23478
0.6,1300,23868
0.61,1300,24264.5
0.61,1300,24661
0.62,1300,25064
0.62,1300,25467
0.63,1300,25876.5
0.63,1300,26286
0.64,1300,26702
0.64,1300,27118
0.65,1300,27540.5
0.65,1300,27963
0.66,1300,28392
0.66,1300,28821
0.67,1300,29256.5
0.67,1300,29692
0.68,1300,30134
0.68,1300,30576
0.69,1300,31024.5
0.69,1300,31473
0.7,1300,31928
0.7,1300,32383
0.71,1300,32844.5
0.71,1300,33306
0.72,1300,33774
0.72,1300,34242
0.73,1300,34716.5
0.73,1300,35191
0.74,1300,35672
0.74,1300,36153
0.75,1300,36640.5
0.75,1300,37128
0.76,1300,37622
0.76,1300,38116
0.77,1300,38616.5
0.77,1300,39117
0.78,1300,39624
0.78,1300,40131
0.79,1300,40644.5
0.79,1300,41158
0.8,1300,41678
0.8,1300,42198
0.81,1300,42724.5
0.81,1300,43251
0.82,1300,43784
0.82,1300,44317
0.83,1300,44856.5
0.83,1300,45396
0.84,1300,45942
0.84,1300,46488
0.85,1300,47040.5
0.85,1300,47593
0.86,1300,48152
0.86,1300,48711
0.87,1300,49276.5
0.87,1300,49842
0.88,1300,50414
0.88,1300,50986
0.89,1300,51564.5
0.89,1300,52143
0.9,1300,52728
0.9,1300,53313
0.91,1300,53904.5
0.91,1300,54496
0.92,1300,55094
0.92,1300,55692
0.93,1300,56296.5
0.93,1300,56901
0.94,1300,57512
0.94,1300,58123
0.95,1300,58740.5
0.95,1300,59358
0.96,1300,59982
0.96,1300,60606
0.97,1300,61236.5
0.97,1300,61867
0.98,1300,62504
0.98,1300,63141
0.99,1300,63784.5
0.99,1300,64428
1,1300,65078
1,1300,65728
1.01,1300,66384.5
1.01,1300,67041
1.02,1300,67704
1.02,1300,68367
1.03,1300,69036.5
1.03,1300,69706
1.04,1300,70382
1.04,1300,71058
1.05,1300,71740.5
1.05,1300,72423
1.06,1300,73112
1.06,1300,73801
1.07,1300,74496.5
1.07,1300,75192
1.08,1300,75894
1.08,1300,76596
1.09,1300,77304.5
1.09,1300,78013
1.1,1300,78728
1.1,1300,79443
1.11,1300,80164.5
1.11,1300,80886
1.12,1300,81614
1.12,1300,82342
1.13,1300,83076.5
1.13,1300,83811
1.14,1300,84552
1.14,1300,85293
1.15,1300,86040.5
1.15,1300,86788
1.16,1300,87542
1.16,1300,88296
1.17,1300,89056.5
1.17,1300,89817
1.18,1300,90584
1.18,1300,91351
1.19,1300,92124.5
1.19,1300,92898
1.2,1300,93678
1.2,1300,94458
1.21,1300,95244.5
1.21,1300,96031
1.22,1300,96824
1.22,1300,97617
1.23,1300,98416.5
1.23,1300,99216
1.24,1300,100022
1.24,1300,100828
1.25,1300,101640.5
1.25,1300,102453
1.26,1300,103272
1.26,1300,104091
1.27,1300,104916.5
1.27,1300,105742
1.28,1300,106574
1.28,1300,107406
1.29,1300,108244.5
1.29,1300,109083
1.3,1300,109928
1.3,1300,110773
1.31,1300,111624.5
1.31,1300,112476
1.32,1300,113334
1.32,1300,114192
1.33,1300,115056.5
1.33,1300,115921
1.34,1300,116792
1.34,1300,117663
1.35,1300,118540.5
1.35,1300,119418
1.36,1300,120302
1.36,1300,121186
1.37,1300,122076.5
1.37,1300,122967
1.38,1300,123864
1.38,1300,124761
1.39,1300,125664.5
1.39,1300,126568
1.4,1300,127478
1.4,1300,128388
1.41,1300,129304.5
1.41,1300,130221
1.42,1300,131144
1.42,1300,132067
1.43,1300,132996.5
1.43,1300,133926
1.44,1300,134862
1.44,1300,135798
1.45,1300,136740.5
1.45,1300,137683
1.46,1300,138632
1.46,1300,139581
1.47,1300,140536.5
1.47,1300,141492
1.48,1300,142454
1.48,1300,143416
1.49,1300,144384.5
1.49,1300,145353
1.5,1300,146328
1.5,1300,147303
1.51,1300,148284.5
1.51,1300,149266
1.52,1300,150254
1.52,1300,151242
1.53,1300,152236.5
1.53,1300,153231
1.54,1300,154232
1.54,1300,155233
1.55,1300,156240.5
1.55,1300,157248
1.56,1300,158262
1.56,1300,159276
1.57,1300,160296.5
1.57,1300,161317
1.58,1300,162344
1.58,1300,163371
1.59,1300,164404.5
1.59,1300,165438
1.6,1300,166478
1.6,1300,167518
1.61,1300,168564.5
1.61,1300,169611
1.62,1300,170664
1.62,1300,171717
1.63,1300,172776.5
1.63,1300,173836
1.64,1300,174902
1.64,1300,175968
1.65,1300,177040.5
1.65,1300,178113
1.66,1300,179192
1.66,1300,180271
1.67,1300,181356.5
1.67,1300,182442
1.68,1300,183534
1.68,1300,184626
1.69,1300,185724.5
1.69,1300,186823
1.7,1300,187928
1.7,1300,189033
1.71,1300,190144.5
1.71,1300,191256
1.72,1300,192374
1.72,1300,193492
1.73,1300,194616.5
1.73,1300,195741
1.74,1300,196872
1.74,1300,198003
1.75,1300,199140.5
1.75,1300,200278
1.76,1300,201422
1.76,1300,202566
1.77,1300,203716.5
1.77,1300,204867
1.78,1300,206024
1.78,1300,207181
1.79,1300,208344.5
1.79,1300,209508
1.8,1300,210678
1.8,1300,211848
1.81,1300,213024.5
1.81,1300,214201
1.82,1300,215384
1.82,1300,216567
1.83,1300,217756.5
1.83,1300,218946
1.84,1300,220142
1.84,1300,221338
1.85,1300,222540.5
1.85,1300,223743
1.86,1300,224952
1.86,1300,226161
1.87,1300,227376.5
1.87,1300,228592
1.88,1300,229814
1.88,1300,231036
1.89,1300,232264.5
1.89,1300,233493
1.9,1300,234728
1.9,1300,235963
1.91,1300,237204.5
1.91,1300,238446
1.92,1300,239694
1.92,1300,240942
1.93,1300,242196.5
1.93,1300,243451
1.94,1300,244712
1.94,1300,245973
1.95,1300,247240.5
1.95,1300,248508
1.96,1300,249782
1.96,1300,251056
1.97,1300,252336.5
1.97,1300,253617
1.98,1300,254904
1.98,1300,256191
1.99,1300,257484.5
1.99,1300,258778
2,1300,260078
2,1300,261378
2.01,1300,262684.5
2.01,1300,263991
2.02,1300,265304
2.02,1300,266617
2.03,1300,267936.5
2.03,1300,269256
2.04,1300,270582
2.04,1300,271908
2.05,1300,273240.5
2.05,1300,274573
2.06,1300,275912
2.06,1300,277251
2.07,1300,278596.5
2.07,1300,279942
2.08,1300,281294
2.08,1300,282646
2.09,1300,284004.5
2.09,1300,285363
2.1,1300,286728
2.1,1300,288093
2.11,1300,289464.5
2.11,1300,290836
2.12,1300,292214
2.12,1300,293592
2.13,1300,294976.5
2.13,1300,296361
2.14,1300,297752
2.14,1300,299143
2.15,1300,300540.5
2.15,1300,301938
2.16,1300,303342
2.16,1300,304746
2.17,1300,306156.5
2.17,1300,307567
2.18,1300,308984
2.18,1300,310401
2.19,1300,311824.5
2.19,1300,313248
2.2,1300,314678
2.2,1300,316108
2.21,1300,317544.5
2.21,1300,318981
2.22,1300,320424
2.22,1300,321867
2.23,1300,323316.5
2.23,1300,324766
2.24,1300,326222
2.24,1300,327678
2.25,1300,329140.5
2.25,1300,330603
2.26,1300,332072
2.26,1300,333541
2.27,1300,335016.5
2.27,1300,336492
2.28,1300,337974
2.28,1300,339456
2.29,1300,340944.5
2.29,1300,342433
2.3,1300,343928
2.3,1300,345423
2.31,1300,346924.5
2.31,1300,348426
2.32,1300,349934
2.32,1300,351442
2.33,1300,352956.5
2.33,1300,354471
2.34,1300,355992
2.34,1300,357513
2.35,1300,359040.5
2.35,1300,360568
2.36,1300,362102
2.36,1300,363636
2.37,1300,365176.5
2.37,1300,366717
2.38,1300,368264
2.38,1300,369811
2.39,1300,371364.5
2.39,1300,372918
2.4,1300,374478
2.4,1300,376038
2.41,1300,377604.5
2.41,1300,379171
2.42,1300,380744
2.42,1300,382317
2.43,1300,383896.5
2.43,1300,385476
2.44,1300,387062
2.44,1300,388648
2.45,1300,390240.5
2.45,1300,391833
2.46,1300,393432
2.46,1300,395031
2.47,1300,396636.5
2.47,1300,398242
2.48,1300,399854
