Lot,GridPoints,TpMoney
0.01,390,1.95
0.01,390,3.9
0.01,390,5.85
0.01,390,7.8
0.01,390,9.75
0.02,390,13.65
0.02,390,17.55
0.02,390,21.45
0.02,390,25.35
0.02,390,29.25
0.03,390,35.1
0.03,390,40.95
0.03,390,46.8
0.04,390,54.6
0.04,390,62.4
0.05,390,72.15
0.05,390,81.9
0.06,390,93.6
0.06,390,105.3
0.07,390,118.95
0.07,390,132.6
0.08,390,148.2
0.08,390,163.8
0.09,390,181.35
0.09,390,198.9
0.1,390,218.4
0.1,390,237.9
0.11,390,259.35
0.11,390,280.8
0.12,390,304.2
0.12,390,327.6
0.13,390,352.95
0.13,390,378.3
0.14,390,405.6
0.14,390,432.9
0.15,390,462.15
0.15,390,491.4
0.16,390,522.6
0.16,390,553.8
0.17,390,586.95
0.17,390,620.1
0.18,390,655.2
0.18,390,690.3
0.19,390,727.35
0.19,390,764.4
0.2,390,803.4
0.2,390,842.4
0.21,390,883.35
0.21,390,924.3
0.22,390,967.2
0.22,390,1010.1
0.23,390,1054.95
0.23,390,1099.8
0.24,390,1146.6
0.24,390,1193.4
0.25,390,1242.15
0.25,390,1290.9
0.26,390,1341.6
0.26,390,1392.3
0.27,390,1444.95
0.27,390,1497.6
0.28,390,1552.2
0.28,390,1606.8
0.29,390,1663.35
0.29,390,1719.9
0.3,390,1778.4
0.3,390,1836.9
0.31,390,1897.35
0.31,390,1957.8
0.32,390,2020.2
0.32,390,2082.6
0.33,390,2146.95
0.33,390,2211.3
0.34,390,2277.6
0.34,390,2343.9
0.35,390,2412.15
0.35,390,2480.4
0.36,390,2550.6
0.36,390,2620.8
0.37,390,2692.95
0.37,390,2765.1
0.38,390,2839.2
0.38,390,2913.3
0.39,390,2989.35
0.39,390,3065.4
0.4,390,3143.4
0.4,390,3221.4
0.41,390,3301.35
0.41,390,3381.3
0.42,390,3463.2
0.42,390,3545.1
0.43,390,3628.95
0.43,390,3712.8
0.44,390,3798.6
0.44,390,3884.4
0.45,390,3972.15
0.45,390,4059.9
0.46,390,4149.6
0.46,390,4239.3
0.47,390,4330.95
0.47,390,4422.6
0.48,390,4516.2
0.48,390,4609.8
0.49,390,4705.35
0.49,390,4800.9
0.5,390,4898.4
0.5,390,4995.9
0.51,390,5095.35
0.51,390,5194.8
0.52,390,5296.2
0.52,390,5397.6
0.53,390,5500.95
0.53,390,5604.3
0.54,390,5709.6
0.54,390,5814.9
0.55,390,5922.15
0.55,390,6029.4
0.56,390,6138.6
0.56,390,6247.8
0.57,390,6358.95
0.57,390,6470.1
0.58,390,6583.2
0.58,390,6696.3
0.59,390,6811.35
0.59,390,6926.4
0.6,390,7043.4
0.6,390,7160.4
0.61,390,7279.35
0.61,390,7398.3
0.62,390,7519.2
0.62,390,7640.1
0.63,390,7762.95
0.63,390,7885.8
0.64,390,8010.6
0.64,390,8135.4
0.65,390,8262.15
0.65,390,8388.9
0.66,390,8517.6
0.66,390,8646.3
0.67,390,8776.95
0.67,390,8907.6
0.68,390,9040.2
0.68,390,9172.8
0.69,390,9307.35
0.69,390,9441.9
0.7,390,9578.4
0.7,390,9714.9
0.71,390,9853.35
0.71,390,9991.8
0.72,390,10132.2
0.72,390,10272.6
0.73,390,10414.95
0.73,390,10557.3
0.74,390,10701.6
0.74,390,10845.9
0.75,390,10992.15
0.75,390,11138.4
0.76,390,11286.6
0.76,390,11434.8
0.77,390,11584.95
0.77,390,11735.1
0.78,390,11887.2
0.78,390,12039.3
0.79,390,12193.35
0.79,390,12347.4
0.8,390,12503.4
0.8,390,12659.4
0.81,390,12817.35
0.81,390,12975.3
0.82,390,13135.2
0.82,390,13295.1
0.83,390,13456.95
0.83,390,13618.8
0.84,390,13782.6
0.84,390,13946.4
0.85,390,14112.15
0.85,390,14277.9
0.86,390,14445.6
0.86,390,14613.3
0.87,390,14782.95
0.87,390,14952.6
0.88,390,15124.2
0.88,390,15295.8
0.89,390,15469.35
0.89,390,15642.9
0.9,390,15818.4
0.9,390,15993.9
0.91,390,16171.35
0.91,390,16348.8
0.92,390,16528.2
0.92,390,16707.6
0.93,390,16888.95
0.93,390,17070.3
0.94,390,17253.6
0.94,390,17436.9
0.95,390,17622.15
0.95,390,17807.4
0.96,390,17994.6
0.96,390,18181.8
0.97,390,18370.95
0.97,390,18560.1
0.98,390,18751.2
0.98,390,18942.3
0.99,390,19135.35
0.99,390,19328.4
1,390,19523.4
1,390,19718.4
1.01,390,19915.35
1.01,390,20112.3
1.02,390,20311.2
1.02,390,20510.1
1.03,390,20710.95
1.03,390,20911.8
1.04,390,21114.6
1.04,390,21317.4
1.05,390,21522.15
1.05,390,21726.9
1.06,390,21933.6
1.06,390,22140.3
1.07,390,22348.95
1.07,390,22557.6
1.08,390,22768.2
1.08,390,22978.8
1.09,390,23191.35
1.09,390,23403.9
1.1,390,23618.4
1.1,390,23832.9
1.11,390,24049.35
1.11,390,24265.8
1.12,390,24484.2
1.12,390,24702.6
1.13,390,24922.95
1.13,390,25143.3
1.14,390,25365.6
1.14,390,25587.9
1.15,390,25812.15
1.15,390,26036.4
1.16,390,26262.6
1.16,390,26488.8
1.17,390,26716.95
1.17,390,26945.1
1.18,390,27175.2
1.18,390,27405.3
1.19,390,27637.35
1.19,390,27869.4
1.2,390,28103.4
1.2,390,28337.4
1.21,390,28573.35
1.21,390,28809.3
1.22,390,29047.2
1.22,390,29285.1
1.23,390,29524.95
1.23,390,29764.8
1.24,390,30006.6
1.24,390,30248.4
1.25,390,30492.15
1.25,390,30735.9
1.26,390,30981.6
1.26,390,31227.3
1.27,390,31474.95
1.27,390,31722.6
1.28,390,31972.2
1.28,390,32221.8
1.29,390,32473.35
1.29,390,32724.9
1.3,390,32978.4
1.3,390,33231.9
1.31,390,33487.35
1.31,390,33742.8
1.32,390,34000.2
1.32,390,34257.6
1.33,390,34516.95
1.33,390,34776.3
1.34,390,35037.6
1.34,390,35298.9
1.35,390,35562.15
1.35,390,35825.4
1.36,390,36090.6
1.36,390,36355.8
1.37,390,36622.95
1.37,390,36890.1
1.38,390,37159.2
1.38,390,37428.3
1.39,390,37699.35
1.39,390,37970.4
1.4,390,38243.4
1.4,390,38516.4
1.41,390,38791.35
1.41,390,39066.3
1.42,390,39343.2
1.42,390,39620.1
1.43,390,39898.95
1.43,390,40177.8
1.44,390,40458.6
1.44,390,40739.4
1.45,390,41022.15
1.45,390,41304.9
1.46,390,41589.6
1.46,390,41874.3
1.47,390,42160.95
1.47,390,42447.6
1.48,390,42736.2
1.48,390,43024.8
1.49,390,43315.35
1.49,390,43605.9
1.5,390,43898.4
1.5,390,44190.9
1.51,390,44485.35
1.51,390,44779.8
1.52,390,45076.2
1.52,390,45372.6
1.53,390,45670.95
1.53,390,45969.3
1.54,390,46269.6
1.54,390,46569.9
1.55,390,46872.15
1.55,390,47174.4
1.56,390,47478.6
1.56,390,47782.8
1.57,390,48088.95
1.57,390,48395.1
1.58,390,48703.2
1.58,390,49011.3
1.59,390,49321.35
1.59,390,49631.4
1.6,390,49943.4
1.6,390,50255.4
1.61,390,50569.35
1.61,390,50883.3
1.62,390,51199.2
1.62,390,51515.1
1.63,390,51832.95
1.63,390,52150.8
1.64,390,52470.6
1.64,390,52790.4
1.65,390,53112.15
1.65,390,53433.9
1.66,390,53757.6
1.66,390,54081.3
1.67,390,54406.95
1.67,390,54732.6
1.68,390,55060.2
1.68,390,55387.8
1.69,390,55717.35
1.69,390,56046.9
1.7,390,56378.4
1.7,390,56709.9
1.71,390,57043.35
1.71,390,57376.8
1.72,390,57712.2
1.72,390,58047.6
1.73,390,58384.95
1.73,390,58722.3
1.74,390,59061.6
1.74,390,59400.9
1.75,390,59742.15
1.75,390,60083.4
1.76,390,60426.6
1.76,390,60769.8
1.77,390,61114.95
1.77,390,61460.1
1.78,390,61807.2
1.78,390,62154.3
1.79,390,62503.35
1.79,390,62852.4
1.8,390,63203.4
1.8,390,63554.4
1.81,390,63907.35
1.81,390,64260.3
1.82,390,64615.2
1.82,390,64970.1
1.83,390,65326.95
1.83,390,65683.8
1.84,390,66042.6
1.84,390,66401.4
1.85,390,66762.15
1.85,390,67122.9
1.86,390,67485.6
