Lot,GridPoints,TpMoney
0.01,150,0.75
0.01,150,1.5
0.01,150,2.25
0.01,150,3
0.01,150,3.75
0.02,150,5.25
0.02,150,6.75
0.02,150,8.25
0.02,150,9.75
0.02,150,11.25
0.03,150,13.5
0.03,150,15.75
0.03,150,18
0.04,150,21
0.04,150,24
0.05,150,27.75
0.05,150,31.5
0.06,150,36
0.06,150,40.5
0.07,150,45.75
0.07,150,51
0.08,150,57
0.08,150,63
0.09,150,69.75
0.09,150,76.5
0.1,150,84
0.1,150,91.5
0.11,150,99.75
0.11,150,108
0.12,150,117
0.12,150,126
0.13,150,135.75
0.13,150,145.5
0.14,150,156
0.14,150,166.5
0.15,150,177.75
0.15,150,189
0.16,150,201
0.16,150,213
0.17,150,225.75
0.17,150,238.5
0.18,150,252
0.18,150,265.5
0.19,150,279.75
0.19,150,294
0.2,150,309
0.2,150,324
0.21,150,339.75
0.21,150,355.5
0.22,150,372
0.22,150,388.5
0.23,150,405.75
0.23,150,423
0.24,150,441
0.24,150,459
0.25,150,477.75
0.25,150,496.5
0.26,150,516
0.26,150,535.5
0.27,150,555.75
0.27,150,576
0.28,150,597
0.28,150,618
0.29,150,639.75
0.29,150,661.5
0.3,150,684
0.3,150,706.5
0.31,150,729.75
0.31,150,753
0.32,150,777
0.32,150,801
0.33,150,825.75
0.33,150,850.5
0.34,150,876
0.34,150,901.5
0.35,150,927.75
0.35,150,954
0.36,150,981
0.36,150,1008
0.37,150,1035.75
0.37,150,1063.5
0.38,150,1092
0.38,150,1120.5
0.39,150,1149.75
0.39,150,1179
0.4,150,1209
0.4,150,1239
0.41,150,1269.75
0.41,150,1300.5
0.42,150,1332
0.42,150,1363.5
0.43,150,1395.75
0.43,150,1428
0.44,150,1461
0.44,150,1494
0.45,150,1527.75
0.45,150,1561.5
0.46,150,1596
0.46,150,1630.5
0.47,150,1665.75
0.47,150,1701
0.48,150,1737
0.48,150,1773
0.49,150,1809.75
0.49,150,1846.5
0.5,150,1884
0.5,150,1921.5
0.51,150,1959.75
0.51,150,1998
0.52,150,2037
0.52,150,2076
0.53,150,2115.75
0.53,150,2155.5
0.54,150,2196
0.54,150,2236.5
0.55,150,2277.75
0.55,150,2319
0.56,150,2361
0.56,150,2403
0.57,150,2445.75
0.57,150,2488.5
0.58,150,2532
0.58,150,2575.5
0.59,150,2619.75
0.59,150,2664
0.6,150,2709
0.6,150,2754
0.61,150,2799.75
0.61,150,2845.5
0.62,150,2892
0.62,150,2938.5
0.63,150,2985.75
0.63,150,3033
0.64,150,3081
0.64,150,3129
0.65,150,3177.75
0.65,150,3226.5
0.66,150,3276
0.66,150,3325.5
0.67,150,3375.75
0.67,150,3426
