lot,gridPoints,tpMoney
0.01,420,2.1
0.01,420,4.2
0.01,420,6.3
0.01,420,8.4
0.01,420,10.5
0.02,420,14.7
0.02,420,18.9
0.02,420,23.1
0.02,420,27.3
0.02,420,31.5
0.03,420,37.8
0.03,420,44.1
0.03,420,50.4
0.03,420,56.7
0.03,420,63
0.04,420,71.4
0.04,420,79.8
0.04,420,88.2
0.04,420,96.6
0.04,420,105
0.05,420,115.5
0.05,420,126
0.05,420,136.5
0.05,420,147
0.05,420,157.5
0.06,420,170.1
0.06,420,182.7
0.06,420,195.3
0.06,420,207.9
0.06,420,220.5
0.07,420,235.2
0.07,420,249.9
0.07,420,264.6
0.07,420,279.3
0.07,420,294
0.08,420,310.8
0.08,420,327.6
0.08,420,344.4
0.08,420,361.2
0.08,420,378
0.09,420,396.9
0.09,420,415.8
0.09,420,434.7
0.09,420,453.6
0.09,420,472.5
0.1,420,493.5
0.1,420,514.5
0.1,420,535.5
0.1,420,556.5
0.1,420,577.5
0.11,420,600.6
0.11,420,623.7
0.11,420,646.8
0.11,420,669.9
0.11,420,693
0.12,420,718.2
0.12,420,743.4
0.12,420,768.6
0.12,420,793.8
0.12,420,819
0.13,420,846.3
0.13,420,873.6
0.13,420,900.9
0.13,420,928.2
0.13,420,955.5
0.14,420,984.9
0.14,420,1014.3
0.14,420,1043.7
0.14,420,1073.1
0.14,420,1102.5
0.15,420,1134
0.15,420,1165.5
0.15,420,1197
0.15,420,1228.5
0.15,420,1260
0.16,420,1293.6
0.16,420,1327.2
0.16,420,1360.8
0.16,420,1394.4
0.16,420,1428
0.17,420,1463.7
0.17,420,1499.4
0.17,420,1535.1
0.17,420,1570.8
0.17,420,1606.5
0.18,420,1644.3
0.18,420,1682.1
0.18,420,1719.9
0.18,420,1757.7
0.18,420,1795.5
0.19,420,1835.4
0.19,420,1875.3
0.19,420,1915.2
0.19,420,1955.1
0.19,420,1995
0.2,420,2037
0.2,420,2079
0.2,420,2121
0.2,420,2163
0.2,420,2205
0.21,420,2249.1
0.21,420,2293.2
0.21,420,2337.3
0.21,420,2381.4
0.21,420,2425.5
0.22,420,2471.7
0.22,420,2517.9
0.22,420,2564.1
0.22,420,2610.3
0.22,420,2656.5
0.23,420,2704.8
0.23,420,2753.1
0.23,420,2801.4
0.23,420,2849.7
0.23,420,2898
0.24,420,2948.4
0.24,420,2998.8
0.24,420,3049.2
0.24,420,3099.6
0.24,420,3150
0.25,420,3202.5
0.25,420,3255
0.25,420,3307.5
0.25,420,3360
0.25,420,3412.5
0.26,420,3467.1
0.26,420,3521.7
0.26,420,3576.3
0.26,420,3630.9
0.26,420,3685.5
0.27,420,3742.2
0.27,420,3798.9
0.27,420,3855.6
0.27,420,3912.3
0.27,420,3969
0.28,420,4027.8
0.28,420,4086.6
0.28,420,4145.4
0.28,420,4204.2
0.28,420,4263
0.29,420,4323.9
0.29,420,4384.8
0.29,420,4445.7
0.29,420,4506.6
0.29,420,4567.5
0.3,420,4630.5
0.3,420,4693.5
0.3,420,4756.5
0.3,420,4819.5
0.3,420,4882.5
0.31,420,4947.6
0.31,420,5012.7
0.31,420,5077.8
0.31,420,5142.9
0.31,420,5208
0.32,420,5275.2
0.32,420,5342.4
0.32,420,5409.6
0.32,420,5476.8
0.32,420,5544
0.33,420,5613.3
0.33,420,5682.6
0.33,420,5751.9
0.33,420,5821.2
0.33,420,5890.5
0.34,420,5961.9
0.34,420,6033.3
0.34,420,6104.7
0.34,420,6176.1
0.34,420,6247.5
0.35,420,6321
0.35,420,6394.5
0.35,420,6468
0.35,420,6541.5
0.35,420,6615
0.36,420,6690.6
0.36,420,6766.2
0.36,420,6841.8
0.36,420,6917.4
0.36,420,6993
0.37,420,7070.7
0.37,420,7148.4
0.37,420,7226.1
0.37,420,7303.8
0.37,420,7381.5
0.38,420,7461.3
0.38,420,7541.1
0.38,420,7620.9
0.38,420,7700.7
0.38,420,7780.5
0.39,420,7862.4
0.39,420,7944.3
0.39,420,8026.2
0.39,420,8108.1
0.39,420,8190
0.4,420,8274
0.4,420,8358
0.4,420,8442
0.4,420,8526
0.4,420,8610
0.41,420,8696.1
0.41,420,8782.2
0.41,420,8868.3
0.41,420,8954.4
0.41,420,9040.5
0.42,420,9128.7
0.42,420,9216.9
0.42,420,9305.1
0.42,420,9393.3
0.42,420,9481.5
0.43,420,9571.8
0.43,420,9662.1
0.43,420,9752.4
0.43,420,9842.7
0.43,420,9933
0.44,420,10025.4
0.44,420,10117.8
0.44,420,10210.2
0.44,420,10302.6
0.44,420,10395
0.45,420,10489.5
0.45,420,10584
0.45,420,10678.5
0.45,420,10773
0.45,420,10867.5
0.46,420,10964.1
0.46,420,11060.7
0.46,420,11157.3
0.46,420,11253.9
0.46,420,11350.5
0.47,420,11449.2
0.47,420,11547.9
0.47,420,11646.6
0.47,420,11745.3
0.47,420,11844
0.48,420,11944.8
0.48,420,12045.6
0.48,420,12146.4
0.48,420,12247.2
0.48,420,12348
0.49,420,12450.9
0.49,420,12553.8
0.49,420,12656.7
0.49,420,12759.6
0.49,420,12862.5
0.5,420,12967.5
0.5,420,13072.5
0.5,420,13177.5
0.5,420,13282.5
0.5,420,13387.5
0.51,420,13494.6
0.51,420,13601.7
0.51,420,13708.8
0.51,420,13815.9
0.51,420,13923
0.52,420,14032.2
0.52,420,14141.4
0.52,420,14250.6
0.52,420,14359.8
0.52,420,14469
0.53,420,14580.3
0.53,420,14691.6
0.53,420,14802.9
0.53,420,14914.2
0.53,420,15025.5
0.54,420,15138.9
0.54,420,15252.3
0.54,420,15365.7
0.54,420,15479.1
0.54,420,15592.5
0.55,420,15708
0.55,420,15823.5
0.55,420,15939
0.55,420,16054.5
0.55,420,16170
0.56,420,16287.6
0.56,420,16405.2
0.56,420,16522.8
0.56,420,16640.4
0.56,420,16758
0.57,420,16877.7
0.57,420,16997.4
0.57,420,17117.1
0.57,420,17236.8
0.57,420,17356.5
0.58,420,17478.3
0.58,420,17600.1
0.58,420,17721.9
0.58,420,17843.7
0.58,420,17965.5
0.59,420,18089.4
0.59,420,18213.3
0.59,420,18337.2
0.59,420,18461.1
0.59,420,18585
0.6,420,18711
0.6,420,18837
0.6,420,18963
0.6,420,19089
0.6,420,19215
0.61,420,19343.1
0.61,420,19471.2
0.61,420,19599.3
0.61,420,19727.4
0.61,420,19855.5
0.62,420,19985.7
0.62,420,20115.9
0.62,420,20246.1
0.62,420,20376.3
0.62,420,20506.5
0.63,420,20638.8
0.63,420,20771.1
0.63,420,20903.4
0.63,420,21035.7
0.63,420,21168
0.64,420,21302.4
0.64,420,21436.8
0.64,420,21571.2
0.64,420,21705.6
0.64,420,21840
0.65,420,21976.5
0.65,420,22113
0.65,420,22249.5
0.65,420,22386
0.65,420,22522.5
0.66,420,22661.1
0.66,420,22799.7
0.66,420,22938.3
0.66,420,23076.9
0.66,420,23215.5
0.67,420,23356.2
0.67,420,23496.9
