lot,gridPoints,tpMoney
0.01,380,1.9
0.01,380,3.8
0.01,380,5.7
0.01,380,7.6
0.01,380,9.5
0.02,380,13.3
0.02,380,17.1
0.02,380,20.9
0.02,380,24.7
0.02,380,28.5
0.03,380,34.2
0.03,380,39.9
0.03,380,45.6
0.03,380,51.3
0.03,380,57
0.04,380,64.6
0.04,380,72.2
0.04,380,79.8
0.04,380,87.4
0.04,380,95
0.05,380,104.5
0.05,380,114
0.05,380,123.5
0.05,380,133
0.05,380,142.5
0.06,380,153.9
0.06,380,165.3
0.06,380,176.7
0.06,380,188.1
0.06,380,199.5
0.07,380,212.8
0.07,380,226.1
0.07,380,239.4
0.07,380,252.7
0.07,380,266
0.08,380,281.2
0.08,380,296.4
0.08,380,311.6
0.08,380,326.8
0.08,380,342
0.09,380,359.1
0.09,380,376.2
0.09,380,393.3
0.09,380,410.4
0.09,380,427.5
0.1,380,446.5
0.1,380,465.5
0.1,380,484.5
0.1,380,503.5
0.1,380,522.5
0.11,380,543.4
0.11,380,564.3
0.11,380,585.2
0.11,380,606.1
0.11,380,627
0.12,380,649.8
0.12,380,672.6
0.12,380,695.4
0.12,380,718.2
0.12,380,741
0.13,380,765.7
0.13,380,790.4
0.13,380,815.1
0.13,380,839.8
0.13,380,864.5
0.14,380,891.1
0.14,380,917.7
0.14,380,944.3
0.14,380,970.9
0.14,380,997.5
0.15,380,1026
0.15,380,1054.5
0.15,380,1083
0.15,380,1111.5
0.15,380,1140
0.16,380,1170.4
0.16,380,1200.8
0.16,380,1231.2
0.16,380,1261.6
0.16,380,1292
0.17,380,1324.3
0.17,380,1356.6
0.17,380,1388.9
0.17,380,1421.2
0.17,380,1453.5
0.18,380,1487.7
0.18,380,1521.9
0.18,380,1556.1
0.18,380,1590.3
0.18,380,1624.5
0.19,380,1660.6
0.19,380,1696.7
0.19,380,1732.8
0.19,380,1768.9
0.19,380,1805
0.2,380,1843
0.2,380,1881
0.2,380,1919
0.2,380,1957
0.2,380,1995
0.21,380,2034.9
0.21,380,2074.8
0.21,380,2114.7
0.21,380,2154.6
0.21,380,2194.5
0.22,380,2236.3
0.22,380,2278.1
0.22,380,2319.9
0.22,380,2361.7
0.22,380,2403.5
0.23,380,2447.2
0.23,380,2490.9
0.23,380,2534.6
0.23,380,2578.3
0.23,380,2622
0.24,380,2667.6
0.24,380,2713.2
0.24,380,2758.8
0.24,380,2804.4
0.24,380,2850
0.25,380,2897.5
0.25,380,2945
0.25,380,2992.5
0.25,380,3040
0.25,380,3087.5
0.26,380,3136.9
0.26,380,3186.3
0.26,380,3235.7
0.26,380,3285.1
0.26,380,3334.5
0.27,380,3385.8
0.27,380,3437.1
0.27,380,3488.4
0.27,380,3539.7
0.27,380,3591
0.28,380,3644.2
0.28,380,3697.4
0.28,380,3750.6
0.28,380,3803.8
0.28,380,3857
0.29,380,3912.1
0.29,380,3967.2
0.29,380,4022.3
0.29,380,4077.4
0.29,380,4132.5
0.3,380,4189.5
0.3,380,4246.5
0.3,380,4303.5
0.3,380,4360.5
0.3,380,4417.5
0.31,380,4476.4
0.31,380,4535.3
0.31,380,4594.2
0.31,380,4653.1
0.31,380,4712
0.32,380,4772.8
0.32,380,4833.6
0.32,380,4894.4
0.32,380,4955.2
0.32,380,5016
0.33,380,5078.7
0.33,380,5141.4
0.33,380,5204.1
0.33,380,5266.8
0.33,380,5329.5
0.34,380,5394.1
0.34,380,5458.7
0.34,380,5523.3
0.34,380,5587.9
0.34,380,5652.5
0.35,380,5719
0.35,380,5785.5
0.35,380,5852
0.35,380,5918.5
0.35,380,5985
0.36,380,6053.4
0.36,380,6121.8
0.36,380,6190.2
0.36,380,6258.6
0.36,380,6327
0.37,380,6397.3
0.37,380,6467.6
0.37,380,6537.9
0.37,380,6608.2
0.37,380,6678.5
0.38,380,6750.7
0.38,380,6822.9
0.38,380,6895.1
0.38,380,6967.3
0.38,380,7039.5
0.39,380,7113.6
0.39,380,7187.7
0.39,380,7261.8
0.39,380,7335.9
0.39,380,7410
0.4,380,7486
0.4,380,7562
0.4,380,7638
0.4,380,7714
0.4,380,7790
0.41,380,7867.9
0.41,380,7945.8
0.41,380,8023.7
0.41,380,8101.6
0.41,380,8179.5
0.42,380,8259.3
0.42,380,8339.1
0.42,380,8418.9
0.42,380,8498.7
0.42,380,8578.5
0.43,380,8660.2
0.43,380,8741.9
0.43,380,8823.6
0.43,380,8905.3
0.43,380,8987
0.44,380,9070.6
0.44,380,9154.2
0.44,380,9237.8
0.44,380,9321.4
0.44,380,9405
0.45,380,9490.5
0.45,380,9576
0.45,380,9661.5
0.45,380,9747
0.45,380,9832.5
0.46,380,9919.9
0.46,380,10007.3
0.46,380,10094.7
0.46,380,10182.1
0.46,380,10269.5
0.47,380,10358.8
0.47,380,10448.1
0.47,380,10537.4
0.47,380,10626.7
0.47,380,10716
0.48,380,10807.2
0.48,380,10898.4
0.48,380,10989.6
0.48,380,11080.8
0.48,380,11172
0.49,380,11265.1
0.49,380,11358.2
0.49,380,11451.3
0.49,380,11544.4
0.49,380,11637.5
0.5,380,11732.5
0.5,380,11827.5
0.5,380,11922.5
0.5,380,12017.5
0.5,380,12112.5
0.51,380,12209.4
0.51,380,12306.3
0.51,380,12403.2
0.51,380,12500.1
0.51,380,12597
0.52,380,12695.8
0.52,380,12794.6
0.52,380,12893.4
0.52,380,12992.2
0.52,380,13091
0.53,380,13191.7
0.53,380,13292.4
0.53,380,13393.1
0.53,380,13493.8
0.53,380,13594.5
0.54,380,13697.1
0.54,380,13799.7
0.54,380,13902.3
0.54,380,14004.9
0.54,380,14107.5
0.55,380,14212
0.55,380,14316.5
0.55,380,14421
0.55,380,14525.5
0.55,380,14630
0.56,380,14736.4
0.56,380,14842.8
0.56,380,14949.2
0.56,380,15055.6
0.56,380,15162
0.57,380,15270.3
0.57,380,15378.6
0.57,380,15486.9
0.57,380,15595.2
0.57,380,15703.5
0.58,380,15813.7
0.58,380,15923.9
0.58,380,16034.1
0.58,380,16144.3
0.58,380,16254.5
0.59,380,16366.6
0.59,380,16478.7
0.59,380,16590.8
0.59,380,16702.9
0.59,380,16815
0.6,380,16929
0.6,380,17043
0.6,380,17157
0.6,380,17271
0.6,380,17385
0.61,380,17500.9
0.61,380,17616.8
0.61,380,17732.7
0.61,380,17848.6
0.61,380,17964.5
0.62,380,18082.3
0.62,380,18200.1
0.62,380,18317.9
0.62,380,18435.7
0.62,380,18553.5
0.63,380,18673.2
0.63,380,18792.9
0.63,380,18912.6
0.63,380,19032.3
0.63,380,19152
0.64,380,19273.6
0.64,380,19395.2
0.64,380,19516.8
0.64,380,19638.4
0.64,380,19760
0.65,380,19883.5
0.65,380,20007
0.65,380,20130.5
0.65,380,20254
0.65,380,20377.5
0.66,380,20502.9
0.66,380,20628.3
0.66,380,20753.7
0.66,380,20879.1
0.66,380,21004.5
0.67,380,21131.8
0.67,380,21259.1
0.67,380,21386.4
0.67,380,21513.7
0.67,380,21641
0.68,380,21770.2
0.68,380,21899.4
0.68,380,22028.6
0.68,380,22157.8
0.68,380,22287
0.69,380,22418.1
0.69,380,22549.2
0.69,380,22680.3
0.69,380,22811.4
0.69,380,22942.5
0.7,380,23075.5
0.7,380,23208.5
0.7,380,23341.5
0.7,380,23474.5
0.7,380,23607.5
0.71,380,23742.4
0.71,380,23877.3
0.71,380,24012.2
0.71,380,24147.1
0.71,380,24282
0.72,380,24418.8
0.72,380,24555.6
0.72,380,24692.4
0.72,380,24829.2
0.72,380,24966
0.73,380,25104.7
0.73,380,25243.4
0.73,380,25382.1
0.73,380,25520.8
0.73,380,25659.5
0.74,380,25800.1
0.74,380,25940.7
0.74,380,26081.3
0.74,380,26221.9
0.74,380,26362.5
0.75,380,26505
0.75,380,26647.5
0.75,380,26790
0.75,380,26932.5
0.75,380,27075
0.76,380,27219.4
0.76,380,27363.8
0.76,380,27508.2
0.76,380,27652.6
0.76,380,27797
0.77,380,27943.3
0.77,380,28089.6
0.77,380,28235.9
0.77,380,28382.2
0.77,380,28528.5
0.78,380,28676.7
0.78,380,28824.9
0.78,380,28973.1
0.78,380,29121.3
0.78,380,29269.5
0.79,380,29419.6
0.79,380,29569.7
0.79,380,29719.8
0.79,380,29869.9
0.79,380,30020
0.8,380,30172
0.8,380,30324
0.8,380,30476
0.8,380,30628
0.8,380,30780
0.81,380,30933.9
0.81,380,31087.8
0.81,380,31241.7
0.81,380,31395.6
0.81,380,31549.5
0.82,380,31705.3
0.82,380,31861.1
0.82,380,32016.9
0.82,380,32172.7
0.82,380,32328.5
0.83,380,32486.2
0.83,380,32643.9
0.83,380,32801.6
0.83,380,32959.3
0.83,380,33117
0.84,380,33276.6
0.84,380,33436.2
0.84,380,33595.8
0.84,380,33755.4
0.84,380,33915
0.85,380,34076.5
0.85,380,34238
0.85,380,34399.5
0.85,380,34561
0.85,380,34722.5
0.86,380,34885.9
0.86,380,35049.3
0.86,380,35212.7
0.86,380,35376.1
0.86,380,35539.5
0.87,380,35704.8
0.87,380,35870.1
0.87,380,36035.4
0.87,380,36200.7
0.87,380,36366
0.88,380,36533.2
0.88,380,36700.4
0.88,380,36867.6
0.88,380,37034.8
0.88,380,37202
0.89,380,37371.1
0.89,380,37540.2
0.89,380,37709.3
0.89,380,37878.4
0.89,380,38047.5
0.9,380,38218.5
0.9,380,38389.5
0.9,380,38560.5
0.9,380,38731.5
0.9,380,38902.5
0.91,380,39075.4
0.91,380,39248.3
0.91,380,39421.2
0.91,380,39594.1
0.91,380,39767
0.92,380,39941.8
0.92,380,40116.6
0.92,380,40291.4
0.92,380,40466.2
0.92,380,40641
0.93,380,40817.7
0.93,380,40994.4
0.93,380,41171.1
0.93,380,41347.8
0.93,380,41524.5
0.94,380,41703.1
0.94,380,41881.7
0.94,380,42060.3
0.94,380,42238.9
0.94,380,42417.5
0.95,380,42598
0.95,380,42778.5
0.95,380,42959
0.95,380,43139.5
0.95,380,43320
0.96,380,43502.4
0.96,380,43684.8
0.96,380,43867.2
0.96,380,44049.6
0.96,380,44232
0.97,380,44416.3
0.97,380,44600.6
