lot,gridPoints,tpMoney
0.01,510,2.55
0.01,510,5.1
0.01,510,7.65
0.01,510,10.2
0.01,510,12.75
0.02,510,17.85
0.02,510,22.95
0.02,510,28.05
0.02,510,33.15
0.02,510,38.25
0.03,510,45.9
0.03,510,53.55
0.03,510,61.2
0.03,510,68.85
0.03,510,76.5
0.04,510,86.7
0.04,510,96.9
0.04,510,107.1
0.04,510,117.3
0.04,510,127.5
0.05,510,140.25
0.05,510,153
0.05,510,165.75
0.05,510,178.5
0.05,510,191.25
0.06,510,206.55
0.06,510,221.85
0.06,510,237.15
0.06,510,252.45
0.06,510,267.75
0.07,510,285.6
0.07,510,303.45
0.07,510,321.3
0.07,510,339.15
0.07,510,357
0.08,510,377.4
0.08,510,397.8
0.08,510,418.2
0.08,510,438.6
0.08,510,459
0.09,510,481.95
0.09,510,504.9
0.09,510,527.85
0.09,510,550.8
0.09,510,573.75
0.1,510,599.25
0.1,510,624.75
0.1,510,650.25
0.1,510,675.75
0.1,510,701.25
0.11,510,729.3
0.11,510,757.35
0.11,510,785.4
0.11,510,813.45
0.11,510,841.5
0.12,510,872.1
0.12,510,902.7
0.12,510,933.3
0.12,510,963.9
0.12,510,994.5
0.13,510,1027.65
0.13,510,1060.8
0.13,510,1093.95
0.13,510,1127.1
0.13,510,1160.25
0.14,510,1195.95
0.14,510,1231.65
0.14,510,1267.35
0.14,510,1303.05
0.14,510,1338.75
0.15,510,1377
0.15,510,1415.25
0.15,510,1453.5
0.15,510,1491.75
0.15,510,1530
0.16,510,1570.8
0.16,510,1611.6
0.16,510,1652.4
0.16,510,1693.2
0.16,510,1734
0.17,510,1777.35
0.17,510,1820.7
0.17,510,1864.05
0.17,510,1907.4
0.17,510,1950.75
0.18,510,1996.65
0.18,510,2042.55
0.18,510,2088.45
0.18,510,2134.35
0.18,510,2180.25
0.19,510,2228.7
0.19,510,2277.15
0.19,510,2325.6
0.19,510,2374.05
0.19,510,2422.5
0.2,510,2473.5
0.2,510,2524.5
0.2,510,2575.5
0.2,510,2626.5
0.2,510,2677.5
0.21,510,2731.05
0.21,510,2784.6
0.21,510,2838.15
0.21,510,2891.7
0.21,510,2945.25
0.22,510,3001.35
0.22,510,3057.45
0.22,510,3113.55
0.22,510,3169.65
0.22,510,3225.75
0.23,510,3284.4
0.23,510,3343.05
0.23,510,3401.7
0.23,510,3460.35
0.23,510,3519
0.24,510,3580.2
0.24,510,3641.4
0.24,510,3702.6
0.24,510,3763.8
0.24,510,3825
0.25,510,3888.75
0.25,510,3952.5
0.25,510,4016.25
0.25,510,4080
0.25,510,4143.75
0.26,510,4210.05
