lot,gridPoints,tpMoney
0.01,560,2.8
0.01,560,5.6
0.01,560,8.4
0.01,560,11.2
0.01,560,14
0.02,560,19.6
0.02,560,25.2
0.02,560,30.8
0.02,560,36.4
0.02,560,42
0.03,560,50.4
0.03,560,58.8
0.03,560,67.2
0.03,560,75.6
0.03,560,84
0.04,560,95.2
0.04,560,106.4
0.04,560,117.6
0.04,560,128.8
0.04,560,140
0.05,560,154
0.05,560,168
0.05,560,182
0.05,560,196
0.05,560,210
0.06,560,226.8
0.06,560,243.6
0.06,560,260.4
0.06,560,277.2
0.06,560,294
0.07,560,313.6
0.07,560,333.2
0.07,560,352.8
0.07,560,372.4
0.07,560,392
0.08,560,414.4
0.08,560,436.8
0.08,560,459.2
0.08,560,481.6
0.08,560,504
0.09,560,529.2
0.09,560,554.4
0.09,560,579.6
0.09,560,604.8
0.09,560,630
0.1,560,658
0.1,560,686
0.1,560,714
0.1,560,742
0.1,560,770
0.11,560,800.8
0.11,560,831.6
0.11,560,862.4
0.11,560,893.2
0.11,560,924
0.12,560,957.6
0.12,560,991.2
0.12,560,1024.8
0.12,560,1058.4
0.12,560,1092
0.13,560,1128.4
0.13,560,1164.8
0.13,560,1201.2
0.13,560,1237.6
0.13,560,1274
0.14,560,1313.2
0.14,560,1352.4
0.14,560,1391.6
0.14,560,1430.8
0.14,560,1470
0.15,560,1512
0.15,560,1554
0.15,560,1596
0.15,560,1638
0.15,560,1680
0.16,560,1724.8
0.16,560,1769.6
0.16,560,1814.4
0.16,560,1859.2
0.16,560,1904
0.17,560,1951.6
0.17,560,1999.2
0.17,560,2046.8
0.17,560,2094.4
0.17,560,2142
0.18,560,2192.4
0.18,560,2242.8
0.18,560,2293.2
0.18,560,2343.6
0.18,560,2394
0.19,560,2447.2
0.19,560,2500.4
0.19,560,2553.6
0.19,560,2606.8
0.19,560,2660
0.2,560,2716
0.2,560,2772
0.2,560,2828
0.2,560,2884
0.2,560,2940
0.21,560,2998.8
0.21,560,3057.6
0.21,560,3116.4
0.21,560,3175.2
0.21,560,3234
0.22,560,3295.6
0.22,560,3357.2
0.22,560,3418.8
0.22,560,3480.4
0.22,560,3542
0.23,560,3606.4
0.23,560,3670.8
0.23,560,3735.2
0.23,560,3799.6
0.23,560,3864
0.24,560,3931.2
0.24,560,3998.4
0.24,560,4065.6
0.24,560,4132.8
0.24,560,4200
0.25,560,4270
0.25,560,4340
0.25,560,4410
0.25,560,4480
0.25,560,4550
0.26,560,4622.8
0.26,560,4695.6
0.26,560,4768.4
0.26,560,4841.2
0.26,560,4914
0.27,560,4989.6
0.27,560,5065.2
0.27,560,5140.8
0.27,560,5216.4
0.27,560,5292
0.28,560,5370.4
0.28,560,5448.8
0.28,560,5527.2
0.28,560,5605.6
0.28,560,5684
0.29,560,5765.2
0.29,560,5846.4
0.29,560,5927.6
0.29,560,6008.8
0.29,560,6090
0.3,560,6174
0.3,560,6258
0.3,560,6342
0.3,560,6426
0.3,560,6510
0.31,560,6596.8
0.31,560,6683.6
0.31,560,6770.4
0.31,560,6857.2
0.31,560,6944
0.32,560,7033.6
0.32,560,7123.2
0.32,560,7212.8
0.32,560,7302.4
0.32,560,7392
0.33,560,7484.4
0.33,560,7576.8
0.33,560,7669.2
0.33,560,7761.6
0.33,560,7854
0.34,560,7949.2
0.34,560,8044.4
0.34,560,8139.6
0.34,560,8234.8
0.34,560,8330
0.35,560,8428
0.35,560,8526
0.35,560,8624
0.35,560,8722
0.35,560,8820
0.36,560,8920.8
0.36,560,9021.6
0.36,560,9122.4
0.36,560,9223.2
0.36,560,9324
0.37,560,9427.6
0.37,560,9531.2
0.37,560,9634.8
0.37,560,9738.4
0.37,560,9842
0.38,560,9948.4
0.38,560,10054.8
0.38,560,10161.2
0.38,560,10267.6
0.38,560,10374
0.39,560,10483.2
0.39,560,10592.4
0.39,560,10701.6
0.39,560,10810.8
0.39,560,10920
0.4,560,11032
0.4,560,11144
0.4,560,11256
0.4,560,11368
0.4,560,11480
0.41,560,11594.8
0.41,560,11709.6
0.41,560,11824.4
0.41,560,11939.2
0.41,560,12054
0.42,560,12171.6
0.42,560,12289.2
0.42,560,12406.8
0.42,560,12524.4
0.42,560,12642
0.43,560,12762.4
0.43,560,12882.8
0.43,560,13003.2
0.43,560,13123.6
0.43,560,13244
0.44,560,13367.2
0.44,560,13490.4
0.44,560,13613.6
0.44,560,13736.8
0.44,560,13860
0.45,560,13986
0.45,560,14112
0.45,560,14238
0.45,560,14364
0.45,560,14490
0.46,560,14618.8
0.46,560,14747.6
0.46,560,14876.4
0.46,560,15005.2
0.46,560,15134
0.47,560,15265.6
0.47,560,15397.2
0.47,560,15528.8
0.47,560,15660.4
0.47,560,15792
0.48,560,15926.4
0.48,560,16060.8
0.48,560,16195.2
0.48,560,16329.6
0.48,560,16464
0.49,560,16601.2
0.49,560,16738.4
0.49,560,16875.6
0.49,560,17012.8
0.49,560,17150
0.5,560,17290
0.5,560,17430
0.5,560,17570
0.5,560,17710
0.5,560,17850
0.51,560,17992.8
0.51,560,18135.6
0.51,560,18278.4
0.51,560,18421.2
0.51,560,18564
0.52,560,18709.6
0.52,560,18855.2
0.52,560,19000.8
0.52,560,19146.4
0.52,560,19292
0.53,560,19440.4
0.53,560,19588.8
0.53,560,19737.2
0.53,560,19885.6
0.53,560,20034
0.54,560,20185.2
0.54,560,20336.4
0.54,560,20487.6
0.54,560,20638.8
0.54,560,20790
0.55,560,20944
0.55,560,21098
0.55,560,21252
0.55,560,21406
0.55,560,21560
0.56,560,21716.8
0.56,560,21873.6
0.56,560,22030.4
0.56,560,22187.2
0.56,560,22344
0.57,560,22503.6
0.57,560,22663.2
0.57,560,22822.8
0.57,560,22982.4
0.57,560,23142
0.58,560,23304.4
0.58,560,23466.8
0.58,560,23629.2
0.58,560,23791.6
0.58,560,23954
0.59,560,24119.2
0.59,560,24284.4
0.59,560,24449.6
0.59,560,24614.8
0.59,560,24780
0.6,560,24948
0.6,560,25116
0.6,560,25284
0.6,560,25452
0.6,560,25620
0.61,560,25790.8
0.61,560,25961.6
0.61,560,26132.4
0.61,560,26303.2
0.61,560,26474
0.62,560,26647.6
0.62,560,26821.2
0.62,560,26994.8
0.62,560,27168.4
0.62,560,27342
0.63,560,27518.4
0.63,560,27694.8
0.63,560,27871.2
0.63,560,28047.6
0.63,560,28224
0.64,560,28403.2
0.64,560,28582.4
0.64,560,28761.6
0.64,560,28940.8
0.64,560,29120
0.65,560,29302
0.65,560,29484
0.65,560,29666
0.65,560,29848
0.65,560,30030
0.66,560,30214.8
0.66,560,30399.6
0.66,560,30584.4
0.66,560,30769.2
0.66,560,30954
0.67,560,31141.6
0.67,560,31329.2
0.67,560,31516.8
0.67,560,31704.4
0.67,560,31892
0.68,560,32082.4
0.68,560,32272.8
0.68,560,32463.2
0.68,560,32653.6
0.68,560,32844
0.69,560,33037.2
0.69,560,33230.4
0.69,560,33423.6
0.69,560,33616.8
0.69,560,33810
0.7,560,34006
0.7,560,34202
0.7,560,34398
0.7,560,34594
0.7,560,34790
0.71,560,34988.8
0.71,560,35187.6
0.71,560,35386.4
0.71,560,35585.2
0.71,560,35784
0.72,560,35985.6
0.72,560,36187.2
0.72,560,36388.8
0.72,560,36590.4
0.72,560,36792
0.73,560,36996.4
0.73,560,37200.8
0.73,560,37405.2
0.73,560,37609.6
0.73,560,37814
0.74,560,38021.2
