lot,gridPoints,tpMoney
0.01,400,2
0.01,400,4
0.01,400,6
0.01,400,8
0.01,400,10
0.02,400,14
0.02,400,18
0.02,400,22
0.02,400,26
0.02,400,30
0.03,400,36
0.03,400,42
0.03,400,48
0.03,400,54
0.03,400,60
0.04,400,68
0.04,400,76
0.04,400,84
0.04,400,92
0.04,400,100
0.05,400,110
0.05,400,120
0.05,400,130
0.05,400,140
0.05,400,150
0.06,400,162
0.06,400,174
0.06,400,186
0.06,400,198
0.06,400,210
0.07,400,224
0.07,400,238
0.07,400,252
0.07,400,266
0.07,400,280
0.08,400,296
0.08,400,312
0.08,400,328
0.08,400,344
0.08,400,360
0.09,400,378
0.09,400,396
0.09,400,414
0.09,400,432
0.09,400,450
0.1,400,470
0.1,400,490
0.1,400,510
0.1,400,530
0.1,400,550
0.11,400,572
0.11,400,594
0.11,400,616
0.11,400,638
0.11,400,660
0.12,400,684
0.12,400,708
0.12,400,732
0.12,400,756
0.12,400,780
0.13,400,806
0.13,400,832
0.13,400,858
0.13,400,884
0.13,400,910
0.14,400,938
0.14,400,966
0.14,400,994
0.14,400,1022
0.14,400,1050
0.15,400,1080
0.15,400,1110
0.15,400,1140
0.15,400,1170
0.15,400,1200
0.16,400,1232
0.16,400,1264
0.16,400,1296
0.16,400,1328
0.16,400,1360
0.17,400,1394
0.17,400,1428
0.17,400,1462
0.17,400,1496
0.17,400,1530
0.18,400,1566
0.18,400,1602
0.18,400,1638
0.18,400,1674
0.18,400,1710
0.19,400,1748
0.19,400,1786
0.19,400,1824
0.19,400,1862
0.19,400,1900
0.2,400,1940
0.2,400,1980
0.2,400,2020
0.2,400,2060
0.2,400,2100
0.21,400,2142
0.21,400,2184
0.21,400,2226
0.21,400,2268
0.21,400,2310
0.22,400,2354
0.22,400,2398
0.22,400,2442
0.22,400,2486
0.22,400,2530
0.23,400,2576
0.23,400,2622
0.23,400,2668
0.23,400,2714
0.23,400,2760
0.24,400,2808
0.24,400,2856
0.24,400,2904
0.24,400,2952
0.24,400,3000
0.25,400,3050
0.25,400,3100
0.25,400,3150
0.25,400,3200
0.25,400,3250
0.26,400,3302
0.26,400,3354
0.26,400,3406
0.26,400,3458
0.26,400,3510
0.27,400,3564
0.27,400,3618
0.27,400,3672
0.27,400,3726
0.27,400,3780
0.28,400,3836
0.28,400,3892
0.28,400,3948
0.28,400,4004
0.28,400,4060
0.29,400,4118
0.29,400,4176
0.29,400,4234
0.29,400,4292
0.29,400,4350
0.3,400,4410
0.3,400,4470
0.3,400,4530
0.3,400,4590
0.3,400,4650
0.31,400,4712
0.31,400,4774
0.31,400,4836
0.31,400,4898
0.31,400,4960
0.32,400,5024
0.32,400,5088
0.32,400,5152
0.32,400,5216
0.32,400,5280
0.33,400,5346
0.33,400,5412
0.33,400,5478
0.33,400,5544
0.33,400,5610
0.34,400,5678
0.34,400,5746
0.34,400,5814
0.34,400,5882
0.34,400,5950
0.35,400,6020
0.35,400,6090
0.35,400,6160
0.35,400,6230
0.35,400,6300
0.36,400,6372
0.36,400,6444
0.36,400,6516
0.36,400,6588
0.36,400,6660
0.37,400,6734
0.37,400,6808
0.37,400,6882
0.37,400,6956
0.37,400,7030
0.38,400,7106
0.38,400,7182
0.38,400,7258
0.38,400,7334
0.38,400,7410
0.39,400,7488
0.39,400,7566
0.39,400,7644
0.39,400,7722
0.39,400,7800
0.4,400,7880
0.4,400,7960
0.4,400,8040
0.4,400,8120
0.4,400,8200
0.41,400,8282
0.41,400,8364
0.41,400,8446
0.41,400,8528
0.41,400,8610
0.42,400,8694
0.42,400,8778
0.42,400,8862
0.42,400,8946
0.42,400,9030
0.43,400,9116
0.43,400,9202
0.43,400,9288
0.43,400,9374
0.43,400,9460
0.44,400,9548
0.44,400,9636
0.44,400,9724
0.44,400,9812
0.44,400,9900
0.45,400,9990
0.45,400,10080
0.45,400,10170
0.45,400,10260
0.45,400,10350
0.46,400,10442
0.46,400,10534
0.46,400,10626
0.46,400,10718
0.46,400,10810
0.47,400,10904
0.47,400,10998
0.47,400,11092
0.47,400,11186
0.47,400,11280
0.48,400,11376
0.48,400,11472
0.48,400,11568
0.48,400,11664
0.48,400,11760
0.49,400,11858
0.49,400,11956
0.49,400,12054
0.49,400,12152
0.49,400,12250
0.5,400,12350
0.5,400,12450
0.5,400,12550
0.5,400,12650
0.5,400,12750
0.51,400,12852
0.51,400,12954
0.51,400,13056
0.51,400,13158
0.51,400,13260
0.52,400,13364
0.52,400,13468
0.52,400,13572
0.52,400,13676
0.52,400,13780
0.53,400,13886
0.53,400,13992
0.53,400,14098
0.53,400,14204
0.53,400,14310
0.54,400,14418
0.54,400,14526
0.54,400,14634
0.54,400,14742
0.54,400,14850
0.55,400,14960
0.55,400,15070
0.55,400,15180
0.55,400,15290
0.55,400,15400
0.56,400,15512
0.56,400,15624
0.56,400,15736
0.56,400,15848
0.56,400,15960
0.57,400,16074
0.57,400,16188
0.57,400,16302
0.57,400,16416
0.57,400,16530
0.58,400,16646
0.58,400,16762
0.58,400,16878
0.58,400,16994
0.58,400,17110
